'a'ba 阿八
'shen'fu'qiu 沈芙秋
'shen'fu'zi 沈夫子
'shen'gong'jiang'cheng 神功将成
'shen'gong'nai'ye 神宫奈叶
'shen'gong'shuang'ye 神宫双叶
'shen'guan'xin 沈观心
'shen'hao 沈昊
'shen'hong'fei 沈鸿飞
'shen'hong'mo'gu 深红蘑菇
'shen'hong'zhi'ren 深红之刃
'shen'hou 沈厚
'shen'huai'mi'ling'de'lang'ya'bing 身怀密令的狼牙兵
'shen'huang'mo'gu 深黄蘑菇
'shen'hui 沈晖
'shen'huo'lei 神火雷
'shen'ji'che 神机车
'shen'ji'jian 神机箭
'shen'ji'jian'wan'jia'fa'she 神机箭玩家发射
'shen'ji'la'zhu 神祭蜡烛
'shen'ji'mu'jia 神机木甲
'shen'ji'mu'jia'shou 神机木甲守
'shen'ji'mu'jia'wei 神机木甲卫
'shen'ji'mu'jia'xuan 神机木甲玄
'shen'ji'nu'ji 神机弩机
'shen'ji'nu'jian 神机弩箭
'shen'ji'shan'di'lei 神机山地雷
'shen'ji'shan'gun'shi 神机山滚石
'shen'ji'shan'shui'yu 神机山水域
'shen'ji'shan'xuan'wo 神机山漩涡
'shen'ji'shan'yin'shi'ru'dong'ren 神机山引石入洞人
'shen'ji'shan'yin'shi'ru'dong'shi 神机山引石入洞石
'shen'ji'shan'yin'shi'ru'dong'zong'kong 神机山引石入洞总控
'shen'ji'tai 神机台
'shen'ji'tai'biao'xian'yong'fei'qi 神机台表现用废弃
'shen'ji'tai'di'zuo 神机台底座
'shen'ji'tai'di'zuo'jian'zao'zhong 神机台底座建造中
'shen'ji'tai'fei'qi 神机台废弃
'shen'jia'shou'wei 沈家守卫
'shen'jia'sui'cong 沈家随从
'shen'jian'gong'bao'tu 神剑宫暴徒
'shen'jian'gong'du'tu 神剑宫赌徒
'shen'jian'gong'hu'wei 神剑宫护卫
'shen'jian'gong'jian'bi 神剑宫剑婢
'shen'jian'gong'jian'ke 神剑宫剑客
'shen'jian'gong'jian'wei 神剑宫剑卫
'shen'jian'gong'jian'wei'biao'xian 神剑宫剑卫表现
'shen'jian'xin 沈剑心
'shen'jian'xin'de'bao'xiang 沈剑心的宝箱
'shen'jian'xin'de'di'tan 沈剑心的地摊
'shen'jian'xin'de'luan 沈剑心的鸾
'shen'jian'xin'de'yao'qian'shu 沈剑心的摇钱树
'shen'jiang'xia 沈酱侠
'shen'jin'hao 沈金豪
'shen'jing'chi 神净池
'shen'lan 深蓝
'shen'lan'jian 神澜剑
'shen'lang 沈浪
'shen'lang'huan 沈琅嬛
'shen'li'fu'wen 神力符文
'shen'lian 沈莲
'shen'liang 沈凉
'shen'long'bang'zhong 神龙帮众
'shen'long'bang'zhong'biao'xian 神龙帮众表现
'shen'long'mi'cang 神龙秘藏
'shen'lv'mo'gu 深绿蘑菇
'shen'lv'yi 沈绿衣
'shen'mi 神秘
'shen'mi'bao'xiang 神秘宝箱
'shen'mi'bu'zhe 神秘卜者
'shen'mi'ci'ke 神秘刺客
'shen'mi'de'bao'guo 神秘的包裹
'shen'mi'de'juan'zhou 神秘的卷轴
'shen'mi'de'ke'ren 神秘的客人
'shen'mi'de'lao'ren 神秘的老人
'shen'mi'de'mu'tong 神秘的木桶
'shen'mi'de'nv'zi 神秘的女子
'shen'mi'de'qing'nian 神秘的青年
'shen'mi'de'ru'qin'zhe 神秘的入侵者
'shen'mi'de'sheng'yin 神秘的声音
'shen'mi'de'xiang'wu'jiao'jiao'zhong 神秘的香巫教教众
'shen'mi'de'xiao'hai 神秘的小孩
'shen'mi'de'ying'zi 神秘的影子
'shen'mi'de'you'dang'zhe 神秘的游荡者
'shen'mi'du'guan 神秘毒罐
'shen'mi'fang'shi 神秘方士
'shen'mi'fei'zei 神秘飞贼
'shen'mi'gao'shou 神秘高手
'shen'mi'gen'zong'zhe 神秘跟踪者
'shen'mi'gong'zi 神秘公子
'shen'mi'gui'ke 神秘贵客
'shen'mi'hei'yi'ren 神秘黑衣人
'shen'mi'ji'si 神秘祭司
'shen'mi'jian'ke 神秘剑客
'shen'mi'jun'shi 神秘军士
'shen'mi'ke 神秘客
'shen'mi'lai'ke 神秘来客
'shen'mi'lao'ren 神秘老人
'shen'mi'lao'seng 神秘老僧
'shen'mi'lao'tou 神秘老头
'shen'mi'lao'zhe 神秘老者
'shen'mi'mian'ju'ren 神秘面具人
'shen'mi'mou'shi 神秘谋士
'shen'mi'nai'du'xiao'sha 神秘奶毒小傻
'shen'mi'nan'zi 神秘男子
'shen'mi'nv'zi 神秘女子
'shen'mi'qi'bing 神秘骑兵
'shen'mi'ren 神秘人
'shen'mi'ren'dui'bo'biao'xian 神秘人对波表现
'shen'mi'ren'dui'da'biao'xian 神秘人对打表现
'shen'mi'ren'er'hao 神秘人二号
'shen'mi'ren'shou'shang'biao'xian 神秘人受伤表现
'shen'mi'ren'yi'hao 神秘人一号
'shen'mi'sha'shou 神秘杀手
'shen'mi'shang'ren 神秘商人
'shen'mi'shi'bing 神秘士兵
'shen'mi'shou'wei 神秘守卫
'shen'mi'wei'guan'zhe 神秘围观者
'shen'mi'wu'ren 神秘武人
'shen'mi'xia'ke 神秘侠客
'shen'mi'xia'shi 神秘侠士
'shen'mi'xian'shi 神秘仙师
'shen'mi'xiao'nan'hai 神秘小男孩
'shen'mi'xiao'tou'mu 神秘小头目
'shen'mi'yin'yang'shi 神秘阴阳师
'shen'mi'zhi'wu 神秘植物
'shen'mian'feng 沈眠风
'shen'mian'feng'de'bao'xiang 沈眠风的宝箱
'shen'mian'feng'kong'shou'zhuang'tai 沈眠风空手状态
'shen'mian'feng'qu'yu'zong'kong 沈眠风区域总控
'shen'mian'feng'tiao'yue'zhuang'tai 沈眠风跳跃状态
'shen'mian'feng'zong'kong 沈眠风总控
'shen'mu'you'ling 神木有灵
'shen'nong 沈农
'shen'nong'xun'lian'shi 神农训练师
'shen'nong'yin'sheng'wang'jiao'huan'shang 神农洇声望交换商
'shen'nong'yin'zong'kong 神农洇总控
'shen'nong'yuan'di'zi 神农苑弟子
'shen'nv 神女
'shen'ping 沈平
'shen'po'po 沈婆婆
'shen'qi 沈期
'shen'qi 沈祁
'shen'qi'de'wu'gui 神奇的乌龟
'shen'qi'ji'jia 神奇机甲
'shen'qi'ji'jia'zhi'bao'zha 神奇机甲之爆炸
'shen'qi'kuang'ji 神奇矿机
'shen'qian 慎茜
'shen'qing 神清
'shen'qing'hou'yi 深情厚谊
'shen'qing'mei 沈青梅
'shen'qiong 沈穷
'shen'quan'bang'jiao'tou 神拳帮教头
'shen'ran'guai'bing'de'shi'bing 身染怪病的士兵
'shen'ran'guai'bing'de'shi'bing'biao'xian 身染怪病的士兵表现
'shen'shao'bai 沈少白
'shen'she'shui'zei 神射水贼
'shen'shi 沈时
'shen'shou'zhong'shang'de'ma'fei 身受重伤的马匪
'shen'shu'yue 沈姝月
'shen'su'bai 沈素柏
'shen'suo'shi'zhu 伸缩石柱
'shen'tian'fang 沈天放
'shen'tong 沈同
'shen'tou 神偷
'shen'tu'bu'xiu 申屠不休
'shen'tu'hong'zhe 申屠鸿哲
'shen'tu'xiao 申屠笑
'shen'tu'yuan 申屠远
'shen'wan 沈万
'shen'wan 沈婉
'shen'wan'shui 沈万水
'shen'wang'ye 沈王爷
'shen'wu'qin'wei 神武亲卫
'shen'wu'sun'qi'wei 神武孙骑卫
'shen'wu'you'du'hu 神武右都护
'shen'xi'fan 沈息凡
'shen'xian'ling'yu 身陷囹圄
'shen'xian'yu 神仙鱼
'shen'xiao 沈笑
'shen'xiao'di'zi 神霄弟子
'shen'xiao'yan 沈晓颜
'shen'xiao'yan 沈笑颜
'shen'xiao'yun 沈晓云
'shen'xing 申行
'shen'xing 神行
'shen'xing'fu'wen 神行符文
'shen'xing'liang 沈星亮
'shen'xue'hua 申雪花
'shen'yang 申阳
'shen'yao'lang 申药郎
'shen'yi 沈奕
'shen'yi 沈翼
'shen'ying'zhan'che 蜃影战车
'shen'you 沈油
'shen'yu'zhi'jian 神谕之箭
'shen'yu'zhi'jian'luo'dian 神谕之箭落点
'shen'yu'zhi'jian'zong'kong 神谕之箭总控
'shen'yu'zhi'ren 神谕之刃
'shen'yu'zhi'ren'luo'dian 神域之刃落点
'shen'yuan 沈原
'shen'yuan 沈缘
'shen'yuan'di'lao 沈园地牢
'shen'yuan'di'lao'shou'wei 沈园地牢守卫
'shen'yuan'di'lao'shou'wei'jing'rui 沈园地牢守卫精锐
'shen'yuan'jia'ding 沈园家丁
'shen'yuan'jia'pu 沈园家仆
'shen'zheng 沈正
'shen'zhi'bu'qing'de'gai'bang'di'zi 神志不清的丐帮弟子
'shen'zhong'gui 沈仲圭
'shen'zhou'ke 沈舟客
'shen'zhou'ke'zong'kong 沈舟客总控
'shen'zi'ang 申子昂
'shen'zuo 神座
'sheng'bing'de'fu'ren 生病的妇人
'sheng'bing'de'mi'lu 生病的麋鹿
'sheng'bing'de'ren 生病的人
'sheng'bing'de'zhan'ma 生病的战马
'sheng'bing'de'zhen'min 生病的镇民
'sheng'bing'de'zhuang'han 生病的壮汉
'sheng'cai 圣裁
'sheng'chan'chu 圣蟾蜍
'sheng'chang'feng 盛长风
'sheng'chi'jian'zong'di'zi 绳池剑宗弟子
'sheng'chi'jian'zong'shou'wei 绳池剑宗守卫
'sheng'cun'shi'lian'de'di'zi 生存试炼的弟子
'sheng'di'xie 圣帝蝎
'sheng'diao 圣雕
'sheng'fa'men'jie'lv'wei 圣法门戒律卫
'sheng'fa'men'nu'yi'zhe 圣法门奴役者
'sheng'fa'men'wei'dao'zhe 圣法门卫道者
'sheng'fu'shi'zhi'zhen 胜负师之阵
'sheng'huan'de'kuang'tu 生还的狂徒
'sheng'huo 圣火
'sheng'huo'de'cun'min'min'fu 生活的村民民妇
'sheng'huo'hu'fa 圣火护法
'sheng'huo'men'tu 圣火门徒
'sheng'huo'qiang 圣火墙
'sheng'huo'zhao'zhao 圣火昭昭
'sheng'huo'zhu 圣火柱
'sheng'ji'men'chuan'huo'zhe 圣祭门传火者
'sheng'ji'men'gao'ji'ji'si 圣祭门高级祭司
'sheng'ji'men'gao'jie'ji'si 圣祭门高阶祭司
'sheng'ji'men'ji'si 圣祭门祭司
'sheng'jiang'shang'hui'hui'zhang 晟江商会会长
'sheng'jiang'ti 升降梯
'sheng'jiang'ti'kai'guan 升降梯开关
'sheng'jiao'shi'nv 圣教侍女
'sheng'jie'shou'hu'zhe'gui'bai 圣洁守护者跪拜
'sheng'jing 升景
'sheng'kou'fan'zi 牲口贩子
'sheng'lang'ling 圣狼灵
'sheng'ling'zhu 圣灵珠
'sheng'lu 胜鹭
'sheng'nv'pian'se'bai 圣女偏色白
'sheng'nv'pian'se'hei 圣女偏色黑
'sheng'nv'pian'se'lan 圣女偏色蓝
'sheng'nv'pian'se'lv 圣女偏色绿
'sheng'nv'qin'wei 圣女亲卫
'sheng'nv'qin'wei'dui'chang 圣女亲卫队长
'sheng'nv'qin'wei'dui'jing'ying 圣女亲卫队精英
'sheng'nv'shi'cong 圣女侍从
'sheng'nv'shi'nv 圣女侍女
'sheng'qi'de'jia'zhang 生气的家长
'sheng'seng'mo'ye'mo'luo 圣僧莫邪摩罗
'sheng'seng'shan'bi 圣僧闪避
'sheng'she'wang 圣蛇王
'sheng'sheng'wu'long 声声乌龙
'sheng'shi 圣尸
'sheng'shi'zhu'kao'guan 省试主考官
'sheng'shou'di'zi 圣手弟子
'sheng'shou'huan'xiang 圣兽幻象
'sheng'shou'tan'che'fu 圣兽潭车夫
'sheng'shou'tan'chuan'fu 圣兽潭船夫
'sheng'shui'zhi'ling 圣水之灵
'sheng'tai'ji 生太极
'sheng'tan'ju'e 圣潭巨鳄
'sheng'teng'fu'zhou 升腾符咒
'sheng'teng'fu'zhou'wei'teng'yuan'you'ye 升腾符咒位藤原佑野
'sheng'tian'zhu 圣天蛛
'sheng'wang'shang 声望商
'sheng'wang'shang'ren 声望商人
'sheng'wu'huang 圣蜈皇
'sheng'wu'men'meng'han 圣务门猛汉
'sheng'wu'men'ya'si'de 圣务门亚斯德
'sheng'wu'men'zhang'huo 圣务门掌火
'sheng'wu'men'zhi'shi'ren 圣务门执事人
'sheng'xiang'te'xiao'bo'fang'qi 圣像特效播放器
'sheng'xie 圣蝎
'sheng'xie'dian'zong'kong 圣蝎殿总控
'sheng'xie'hu'die 圣蝎蝴蝶
'sheng'xie'ji'si 圣蝎祭祀
'sheng'xie'kuang'bao'zong'kong 圣蝎狂暴总控
'sheng'xie'shou'wei 圣蝎守卫
'sheng'xie'wu 圣蝎悟
'sheng'xie'zhi'ling 圣蝎之灵
'sheng'xin 圣心
'sheng'xuan'men'hua'shu'shi 圣宣门话术士
'sheng'xuan'men'hua'shu'shi 圣宣门话术师
'sheng'yan'hua'shen 圣炎化身
'sheng'yin'shi'tai 圣因师太
'sheng'zhao'men'ya'si'de 圣诏门亚斯德
'sheng'zhao'men'zhao'huan'shi 圣诏门召唤使
'sheng'zhe'jian'yi 圣者剑意
'sheng'zhou'jun'jun'shi 昇州军军士
'sheng'zhou'jun'jun'shi'biao'xian 昇州军军士表现
'sheng'zhu 圣柱
'sheng'zhu'kong'zhi 圣柱控制
'shi'ang'shang 师卬尚
'shi'ba 十八
'shi'ba'bo'fu'zhu 十八波辅助
'shi'ba'bo'zong'kong 十八波总控
'shi'ba'gong 十八公
'shi'ba'la'gu 施巴拉古
'shi'ba'wan'ye'lang 十八弯野狼
'shi'ba'yue 十八月
'shi'bai 施白
'shi'bai'chuan 施百川
'shi'bai'de'mo'man'shi 失败的魔蛮尸
'shi'bai'qiu 师柏秋
'shi'ban 石斑
'shi'ban 石板
'shi'ban'de'bao'xiang 石斑的宝箱
'shi'ban'pen'she 石斑喷射
'shi'ban'shi'da'li'chen 石斑势大力沉
'shi'bei 石碑
'shi'bi 石壁
'shi'bi'de'lie'feng 石壁的裂缝
'shi'bing 士兵
'shi'bing 尸兵
'shi'bing'hun'po 士兵魂魄
'shi'bing'jia'shu 士兵家属
'shi'bu'yi 石不易
'shi'bu'yu 施步雨
'shi'cao 食槽
'shi'chao'yi 史朝义
'shi'chao'yi'shou'xia 史朝义手下
'shi'chao'yi'xue'liang'jian'kong 史朝义血量监控
'shi'chao'yi'ying'pen'huo'bing'gui'xia 史朝义营喷火兵跪下
'shi'chao'yi'ying'pen'huo'bing'shou'shang 史朝义营喷火兵受伤
'shi'chao'yi'ying'pen'huo'bing'zuo 史朝义营喷火兵坐
'shi'chao'yi'ying'pen'huo'gong'ji 史朝义营喷火攻击
'shi'chao'yi'ying'shuang'dao'bing'gong'ji 史朝义营双刀兵攻击
'shi'chao'yi'ying'shuang'dao'bing'gui'xia 史朝义营双刀兵跪下
'shi'chao'yi'ying'shuang'dao'bing'shou'shang 史朝义营双刀兵受伤
'shi'chao'yi'ying'shuang'dao'bing'zuo'xia 史朝义营双刀兵坐下
'shi'chao'yi'ying'shuang'dao'tou'ling'gong'ji 史朝义营双刀头领攻击
'shi'chao'yi'ying'shuang'fu'bing'gong'ji 史朝义营双斧兵攻击
'shi'chao'yi'ying'shuang'fu'bing'gui'xia 史朝义营双斧兵跪下
'shi'chao'yi'ying'shuang'fu'bing'shou'shang 史朝义营双斧兵受伤
'shi'chao'yi'ying'shuang'fu'bing'zuo'xia 史朝义营双斧兵坐下
'shi'chao'yi'ying'shuang'fu'tou'ling'gong'ji 史朝义营双斧头领攻击
'shi'chao'ying 史朝英
'shi'chao'ying'de'bao'xiang 史朝英的宝箱
'shi'cheng'liu'long'qi'jin 时乘六龙气劲
'shi'cheng'liu'long'yu'bei 时乘六龙预备
'shi'cheng'wen 师成文
'shi'chong 石舂
'shi'chong'jian'gong 石舂监工
'shi'chong'nu'li 石舂奴隶
'shi'ci 石刺
'shi'cong 侍从
'shi'da 史达
'shi'da'chui 石大锤
'shi'dan 石弹
'shi'dan'bao'yuan 试丹暴猿
'shi'dao'shi 试刀石
'shi'de 史德
'shi'deng 石灯
'shi'di 师弟
'shi'di'ma 石帝马
'shi'di'tu'hao 噬氐土貉
'shi'dong'bai 师东白
'shi'dong'en 史东恩
'shi'dong'sheng 史东升
'shi'du'ju'shi 蚀毒巨尸
'shi'du'shi 蚀毒尸
'shi'duo'gu 时多故
'shi'er 施儿
'shi'er'lian'huan'wu 十二连环坞
'shi'er'lian'huan'wu'cao'kou 十二连环坞草寇
'shi'er'lian'huan'wu'cao'kou'di'ji 十二连环坞草寇低级
'shi'er'lian'huan'wu'cao'kou'gao'ji 十二连环坞草寇高级
'shi'er'lian'huan'wu'cao'kou'zhong'ji 十二连环坞草寇中级
'shi'er'lian'huan'wu'chui'bing 十二连环坞锤兵
'shi'er'lian'huan'wu'dun'bing 十二连环坞盾兵
'shi'er'lian'huan'wu'gao'jie'jing'ying'gong'shou 十二连环坞高阶精英弓手
'shi'er'lian'huan'wu'jing'rui 十二连环坞精锐
'shi'er'lian'huan'wu'nv'bing 十二连环坞女兵
'shi'er'lian'huan'wu'pan'jun'di'ji 十二连环坞叛军低级
'shi'er'lian'huan'wu'pan'jun'jian'jun 十二连环坞叛军监军
'shi'er'lian'huan'wu'pan'jun'qi'bing 十二连环坞叛军骑兵
'shi'er'lian'huan'wu'pan'jun'qi'jiang 十二连环坞叛军骑将
'shi'er'lian'huan'wu'pan'jun'zhong'ji 十二连环坞叛军中级
'shi'er'lian'huan'wu'pao'che 十二连环坞炮车
'shi'er'lian'huan'wu'pao'shou 十二连环坞炮手
'shi'er'lian'huan'wu'qi'bing 十二连环坞骑兵
'shi'er'lian'huan'wu'qiang'bing 十二连环坞枪兵
'shi'er'lian'huan'wu'shan'zei 十二连环坞山贼
'shi'er'lian'huan'wu'shan'zei'di'ji 十二连环坞山贼低级
'shi'er'lian'huan'wu'shan'zei'gao'ji 十二连环坞山贼高级
'shi'er'lian'huan'wu'shan'zei'zhong'ji 十二连环坞山贼中级
'shi'er'lian'huan'wu'shao'bing 十二连环坞哨兵
'shi'er'lian'huan'wu'shi'ye 十二连环坞师爷
'shi'er'lian'huan'wu'shui'zei 十二连环坞水贼
'shi'er'lian'huan'wu'shui'zei'di'ji 十二连环坞水贼低级
'shi'er'lian'huan'wu'shui'zei'gao'ji 十二连环坞水贼高级
'shi'er'lian'huan'wu'shui'zei'zhong'ji 十二连环坞水贼中级
'shi'er'lian'huan'wu'tang'zhu'lao'da 十二连环坞堂主老大
'shi'er'lian'huan'wu'tang'zhu'shi'ye 十二连环坞堂主师爷
'shi'er'lian'huan'wu'tu'fei 十二连环坞土匪
'shi'er'lian'huan'wu'yu'nie 十二连环坞余孽
'shi'er'lian'huan'wu'zong'kong 十二连环坞总控
'shi'er'ming'sha'er 十二冥煞二
'shi'er'ming'sha'san 十二冥煞三
'shi'er'ming'sha'yi 十二冥煞一
'shi'er'xiang'chen 十二相辰
'shi'er'xiang'chou 十二相丑
'shi'er'xiang'hai 十二相亥
'shi'er'xiang'mao 十二相卯
'shi'er'xiang'shen 十二相申
'shi'er'xiang'si 十二相巳
'shi'er'xiang'wei 十二相未
'shi'er'xiang'wu 十二相午
'shi'er'xiang'xu 十二相戌
'shi'er'xiang'yin 十二相寅
'shi'er'xiang'you 十二相酉
'shi'er'xiang'zi 十二相子
'shi'fa'ji'si 施法祭祀
'shi'fan'fan 施凡凡
'shi'fang'cang'sha'xue'chi 十方藏杀血池
'shi'fang'da'di'gu'dong 释放大地鼓动
'shi'fang'ji'neng'zong'kong 释放技能总控
'shi'fang'ling'yun 十方灵韵
'shi'fang'zhan'bao'lv'yun 释放战宝绿云
'shi'fang'zun'zhe'cheng'chen 十方尊者澄尘
'shi'feng 时风
'shi'feng'bao'xiang 时风宝箱
'shi'feng'zhai'bang'fei 石风寨绑匪
'shi'fou'kai'huo'dong'zong'kong 是否开活动总控
'shi'fu 师傅
'shi'fu'du'fei'chong 食腐毒飞虫
'shi'fu'du'ya 食腐渡鸦
'shi'fu'hui'xue'cao 尸腐秽血草
'shi'fu'lang 食腐狼
'shi'fu'niao 食腐鸟
'shi'fu'xi'yi 食腐蜥蜴
'shi'fu'zhu 食腐蛛
'shi'gan'dang 石敢当
'shi'ge 室各
'shi'gu 噬骨
'shi'gu 师骨
'shi'gu 蚀骨
'shi'gu'chong 尸蛊虫
'shi'gu'tu'jiu 噬骨秃鹫
'shi'gu'yong 石固勇
'shi'gu'yong'bao'xiang 石固勇宝箱
'shi'gu'zhi'hua 蚀骨之花
'shi'guan 尸罐
'shi'guang'lie'hen 时光裂痕
'shi'he'shang 石和尚
'shi'hua'de'hao'qi'meng'di'zi 尸化的浩气盟弟子
'shi'hua'de'xun'bao'ren 尸化的寻宝人
'shi'huang'lao'zhe 拾荒老者
'shi'hui'lan 石蕙兰
'shi'hun 侍魂
'shi'hun 噬魂
'shi'hun'chong 噬魂虫
'shi'hun'jin'hu 噬魂金虎
'shi'hun'jing'die 噬魂晶蝶
'shi'hun'tou'lu 噬魂头颅
'shi'hun'wu'zhe 尸魂武者
'shi'hun'zhe 侍魂者
'shi'huo'jian 室火剑
'shi'ji 时机
'shi'ji'yi 时记倚
'shi'jia'guan'jia 史家管家
'shi'jia'hu'wei 史家护卫
'shi'jia'pu'ren 史家仆人
'shi'jia'shou'wei 师家守卫
'shi'jia'za'yi 石家杂役
'shi'jia'zhang'fang 史家账房
'shi'jian'de'che'lun 时间的车轮
'shi'jian'di'zi 侍剑弟子
'shi'jian'guan'jia 事件管家
'shi'jian'guan'li 事件管理
'shi'jian'kong'zhi'bu'gei 时间控制补给
'shi'jian'mu'zhuang 试剑木桩
'shi'jian'tai'gu'jia 拭剑台鼓架
'shi'jian'tai'lan'gan 拭剑台栏杆
'shi'jiang 尸将
'shi'jiang 石匠
'shi'jiang'zong'guan 石匠总管
'shi'jiao'gu'you 世交故友
'shi'jie'che'fu 世界车夫
'shi'jie'ren'wu'zong'kong'zhi'er 世界任务总控之二
'shi'jie'ren'wu'zong'kong'zhi'yi 世界任务总控之一
'shi'jin 施晋
'shi'jin'shi 试金石
'shi'jing 石静
'shi'jing'xuan 石菁萱
'shi'jiu 尸鹫
'shi'jiu'de'lang'ya'bing 嗜酒的狼牙兵
'shi'jiu'he 施九河
'shi'jiu'niang 施九娘
'shi'jun 史俊
'shi'kai'ge 师恺歌
'shi'kang 石康
'shi'kang'kang 诗康康
'shi'ke 食客
'shi'kong 释空
'shi'kong'de'du'ren 失控的毒人
'shi'kong'du'ren 失控毒人
'shi'kuai 石块
'shi'kuang'zhi'chong 食矿之虫
'shi'kun 石坤
'shi'lang 石狼
'shi'lao'ye 史老爷
'shi'leng'quan 石冷泉
'shi'li'zhao'huang'fei'dian 示例爪黄飞电
'shi'lian'bao'xiang 试炼宝箱
'shi'lian'di'zi 试炼弟子
'shi'lian'hua'feng'qing'yu'pen 石莲花风清玉盆
'shi'lian'hua'hua'pen'nei'yong 石莲花花盆内用
'shi'lian'hua'you'miao'feng'qing'yu'pen 石莲花幼苗风清玉盆
'shi'lian'hua'you'miao'yu'luo'yu'pen 石莲花幼苗雨洛玉盆
'shi'lian'hua'you'miao'yun'li'yu'pen 石莲花幼苗云荔玉盆
'shi'lian'hua'you'ya'feng'qing'yu'pen 石莲花幼芽风清玉盆
'shi'lian'hua'you'ya'yu'luo'yu'pen 石莲花幼芽雨洛玉盆
'shi'lian'hua'you'ya'yun'li'yu'pen 石莲花幼芽云荔玉盆
'shi'lian'hua'yu'luo'yu'pen 石莲花雨洛玉盆
'shi'lian'hua'yun'li'yu'pen 石莲花云荔玉盆
'shi'lian'jiang'li'bao'xiang 试炼奖励宝箱
'shi'lian'jiang'li'bao'xiang 试练奖励宝箱
'shi'lian'jiang'pin 试炼奖品
'shi'lian'jiao'guan 试炼教官
'shi'lian'kao'guan 试炼考官
'shi'lian'mi'jing'bei'yong 试炼密境备用
'shi'lian'mu'ren 试炼木人
'shi'lian'mu'zhuang 试炼木桩
'shi'lian'seng'ren 试炼僧人
'shi'lian'yong'mu'ren 试炼用木人
'shi'lian'zhi'jing'bei'yong 试炼之境备用
'shi'lin'ju'min 石林居民
'shi'ling'wu'zhe 尸灵武者
'shi'liu 十六
'shi'long 狮笼
'shi'luan 时乱
'shi'lun 施伦
'shi'luo 史洛
'shi'men 石门
'shi'meng 逝梦
'shi'miao'huo 十秒火
'shi'miao'xin 施妙心
'shi'ming'guang 施明光
'shi'ming'jing 史明镜
'shi'mo 尸魔
'shi'mo'wei'huo'hu 蚀磨尾火虎
'shi'na'li 失那利
'shi'nei'hua'gai 室内华盖
'shi'nei'wang'zuo 室内王座
'shi'nv 侍女
'shi'nv'biao'xian 侍女表现
'shi'pei'yao 石佩肴
'shi'peng 石鹏
'shi'pin'shang 食品商
'shi'pin'shang'huo'ji 食品商伙计
'shi'po'nu 石破奴
'shi'qi 十七
'shi'qi 石柒
'shi'qi'lin 石麒麟
'shi'qian 史谦
'shi'qian'an 史谦安
'shi'qian'qian 石芊芊
'shi'qing 石青
'shi'qu'bing'qi'zong'kong 拾取兵器总控
'shi'qu'nei'li'de'da'mo'dong'shou'wei 失去内力的达摩洞守卫
'shi'qu'nei'li'de'xia'shi 失去内力的侠士
'shi'ran 释然
'shi'ren 尸人
'shi'ren 石人
'shi'ren'bing'shi 尸人兵士
'shi'ren'da'da 诗人达达
'shi'ren'ding'dang 尸人叮当
'shi'ren'ding'dong'qiu'fei'qi 尸人丁东丘废弃
'shi'ren'e'ma'ta 食人鳄马塔
'shi'ren'hua 食人花
'shi'ren'hua'wang 食人花王
'shi'ren'ke'pi'huai 尸人柯辟怀
'shi'ren'li'ke'xin 尸人李克辛
'shi'ren'meng'hu 嗜人猛虎
'shi'ren'shou'wei 尸人守卫
'shi'ren'tou'mu 尸人头目
'shi'ren'xiong 食人熊
'shi'ren'xiu'niang 尸人绣娘
'shi'ren'yang'cheng'bi 尸人杨城壁
'shi'ren'yi'yi 诗人轶轶
'shi'ren'zhan'shi'zong'kong 尸人战士总控
'shi'ren'zhu 食人蛛
'shi'rou'he'shang 食肉和尚
'shi'ru'feng 逝如风
'shi'run'de'tu'rang 湿润的土壤
'shi'san 十三
'shi'san'dai'cun'zhang 十三代村长
'shi'san'de'tian'ce'shi'bing 失散的天策士兵
'shi'san'niang'qi'chang 十三娘气场
'shi'sha'he'shang 嗜杀和尚
'shi'shen 式神
'shi'shen'ling 式神铃
'shi'shen'quan 式神犬
'shi'shen'quan'ren 式神犬人
'shi'shen'tian'kong 式神天空
'shi'shen'tian'kong'biao'xian 式神天空表现
'shi'shen'wu'zhe 式神武者
'shi'shi 史氏
'shi'shi'gao 史世高
'shi'shi'wu'ya 食尸乌鸦
'shi'shi'xiu 事事休
'shi'shu'wen 石舒文
'shi'shui'tian'xuan 逝水天璇
'shi'si 十四
'shi'si'guan'shi 食肆管事
'shi'si'jiu 史四九
'shi'si'lao'ban 食肆老板
'shi'si'ming 史思明
'shi'si'ming'bao'xiang 史思明宝箱
'shi'si'ming'shuang'chui'gong'ji 史思明双锤攻击
'shi'si'ming'shuang'chui'gui'xia 史思明双锤跪下
'shi'si'ming'ying'jing'rui'gong'ji 史思明营精锐攻击
'shi'si'ming'ying'jing'rui'gui'xia 史思明营精锐跪下
'shi'si'ming'ying'jing'rui'shou'shang 史思明营精锐受伤
'shi'si'ming'ying'jing'rui'zuo'xia 史思明营精锐坐下
'shi'si'ming'ying'shuang'chui'shou'shang 史思明营双锤受伤
'shi'si'ming'ying'shuang'chui'tou'ling 史思明营双锤头领
'shi'si'ming'ying'shuang'chui'tou'ling'gong'ji 史思明营双锤头领攻击
'shi'si'ming'ying'shuang'chui'zuo'xia 史思明营双锤坐下
'shi'si'ming'ying'zhang'dao'gong'ji 史思明营长刀攻击
'shi'si'ming'ying'zhang'dao'gui'xia 史思明营长刀跪下
