'a'bao 阿宝
'shen'wei 神威
'shen'wu 神武
'shen'wu'fen'wen 身无分文
'shen'xing 神行
'shen'xing'qian'li 神行千里
'shen'xing'shi'li 神行十里
'shen'xun'zhong 审讯中
'shen'yi 身意
'shen'yong 神勇
'shen'you 神佑
'shen'yu 神愉
'shen'zhan 神占
'shen'zhan'huo'li 神占火离
'shen'zhan'shan'gen 神占山艮
'shen'zhan'shui'kan 神占水坎
'shen'zhi 神滞
'shen'zhi'bu'qing 神志不清
'shen'zhu'miao'zhun 神注瞄准
'shen'zi'de'zhi'ze 神子的职责
'shen'zui 神醉
'sheng'bian 升变
'sheng'bing 生病
'sheng'cai 圣裁
'sheng'cai'zhun'bei 圣裁准备
'sheng'cheng'ji'lu 生成记录
'sheng'cun'chun'ji 生存春季
'sheng'cun'dong'ji 生存冬季
'sheng'cun'qiu'ji 生存秋季
'sheng'cun'xia'ji 生存夏季
'sheng'dao'jia'chi 圣道加持
'sheng'di 生地
'sheng'di'yu 生地狱
'sheng'dong'ji'xi 声东击西
'sheng'fa 生发
'sheng'fa'guang'ming 圣法光明
'sheng'ge 笙歌
'sheng'guang'die'jia 圣光叠加
'sheng'hen 圣痕
'sheng'hua 生花
'sheng'hua'bi'gong'gao'yong 生花笔公告用
'sheng'hua'zhan'fang 生花绽放
'sheng'hui 生辉
'sheng'hui'yue'xue 圣辉月雪
'sheng'huo 圣火
'sheng'huo'de'xi'li 圣火的洗礼
'sheng'huo'fen'shen 圣火焚身
'sheng'huo'fu'ti 圣火附体
'sheng'huo'gui'yuan 圣火归元
'sheng'huo'ji'dian 圣火祭奠
'sheng'huo'xi'mie 圣火熄灭
'sheng'huo'zhi'guang 圣火之光
'sheng'huo'zhi'shou 圣火之手
'sheng'ji'bo'bo 生机勃勃
'sheng'jiang'ti 升降梯
'sheng'jiang'ye'shi 晟江夜事
'sheng'jiao'xi'li 圣教洗礼
'sheng'jing 升景
'sheng'ku 生苦
'sheng'li'yan'huo 胜利焰火
'sheng'ling 圣灵
'sheng'ling'tiao'zhan'zhong 圣灵挑战中
'sheng'ling'zhi'li 圣灵之力
'sheng'long'huo'hu 生龙活虎
'sheng'mai 生脉
'sheng'mie'yu'duo 生灭予夺
'sheng'ming'hu'dun 生命护盾
'sheng'ming'hu'shou 生命护手
'sheng'ming'hui'fu 生命回复
'sheng'ming'ku'jie 生命枯竭
'sheng'ming'li 生命力
'sheng'ming'liu'shi 生命流逝
'sheng'ming'ran'jin 生命燃尽
'sheng'ming'you 圣明佑
'sheng'ming'zui'da'zhi'mei'ceng 生命最大值每层
'sheng'nu 盛怒
'sheng'qi 盛气
'sheng'ren'wu'jin 生人勿近
'sheng'ri'you 圣日佑
'sheng'ru'xia'hua 生如夏花
'sheng'shi'yao'zhui 圣士腰坠
'sheng'shou'zhi'tian 圣手织天
'sheng'si 生死
'sheng'si'gu 生死蛊
'sheng'si'jie 生死劫
'sheng'si'jie'sheng 生死劫生
'sheng'si'jie'si 生死劫死
'sheng'si'po'mo 生死破魔
'sheng'si'shi'ke 生死时刻
'sheng'si'xian 生死线
'sheng'si'xiang'gu 生死相顾
'sheng'si'zhi'jiao 生死之交
'sheng'si'zhuang'fu 生死状缚
'sheng'suo 绳索
'sheng'tai'ji 生太极
'sheng'tai'ji'jian'su 生太极减速
'sheng'tai'ji'ren'jian'he'yi 生太极人剑合一
'sheng'tang'kao'yan 盛唐考验
'sheng'tang'qi'yu 盛唐奇遇
'sheng'tao 绳套
'sheng'ti 圣体
'sheng'tian 升天
'sheng'wang'ao'long'dao 声望敖龙岛
'sheng'wang'bai'di'jiang'guan 声望白帝江关
'sheng'wang'bai'di'shui'gong 声望白帝水宫
'sheng'wang'bing'huo'dao'huang'xue'lu 声望冰火岛荒血路
'sheng'wang'bing'huo'dao'qing'lian'yu 声望冰火岛青莲狱
'sheng'wang'can'cui'hai'ting 声望璨翠海厅
'sheng'wang'chen'gui'hai'ju'ming'wan 声望尘归海巨冥湾
'sheng'wang'chen'gui'hai'tao'tie'dong 声望尘归海饕餮洞
'sheng'wang'chun'ming'men 声望春明门
'sheng'wang'da'ming'gong 声望大明宫
'sheng'wang'da'mo'dong 声望达摩洞
'sheng'wang'dao'lun'hai'ting 声望刀轮海厅
'sheng'wang'di'hua'sheng'dian 声望荻花圣殿
'sheng'wang'fan'yang'ye'bian 声望范阳夜变
'sheng'wang'feng'lei'dao'gu'duan'dao'ting 声望风雷刀谷锻刀厅
'sheng'wang'feng'lei'dao'gu'qian'lei'dian 声望风雷刀谷千雷殿
'sheng'wang'feng'xue'dao'xiang'cun 声望风雪稻香村
'sheng'wang'guang'ming'ding'mi'dao 声望光明顶秘道
'sheng'wang'he'yang'zhi'zhan 声望河阳之战
'sheng'wang'hua'qing'gong'hui'yi'lu 声望华清宫回忆录
'sheng'wang'jiu'lao'dong 声望九老洞
'sheng'wang'lang'ya'bao'hui'tian'qian 声望狼牙堡辉天堑
'sheng'wang'lang'ya'bao'lang'shen'dian 声望狼牙堡狼神殿
'sheng'wang'lang'ya'bao'yan'ran'feng 声望狼牙堡燕然峰
'sheng'wang'lang'ya'bao'zhan'shou'shan 声望狼牙堡战兽山
'sheng'wang'lei'yu'da'ze 声望雷域大泽
'sheng'wang'leng'long'feng 声望冷龙峰
'sheng'wang'long'yuan'ze 声望龙渊泽
'sheng'wang'mo'jia'mi'dian 声望墨家秘殿
'sheng'wang'nan'zhao'huang'gong 声望南诏皇宫
'sheng'wang'qin'huang'ling 声望秦皇陵
'sheng'wang'shang'yang'gong'guan'feng'dian 声望上阳宫观风殿
'sheng'wang'shang'yang'gong'shuang'yao'ting 声望上阳宫双曜亭
'sheng'wang'tai'yuan'zhi'zhan'ye'shou'gu'cheng 声望太原之战夜守孤城
'sheng'wang'tai'yuan'zhi'zhan'zhu'hu'qu'lang 声望太原之战逐虎驱狼
'sheng'wang'tang'men'mi'shi 声望唐门密室
'sheng'wang'wu'yu'hei'lao 声望武狱黑牢
'sheng'wang'xi'jin'du 声望西津渡
'sheng'wang'xue'zhan'tian'ce 声望血战天策
'sheng'wang'yin'wu'hu 声望银雾湖
'sheng'wang'ying'xiong'da'yan'pan'si'dong 声望英雄大衍盘丝洞
'sheng'wang'ying'xiong'dao'xiang'mi'shi 声望英雄稻香秘事
'sheng'wang'ying'xiong'di'hua'gong'qian'shan 声望英雄荻花宫前山
'sheng'wang'ying'xiong'du'shen'dian 声望英雄毒神殿
'sheng'wang'ying'xiong'fa'wang'ku 声望英雄法王窟
'sheng'wang'ying'xiong'fan'kong'chan'yuan 声望英雄梵空禅院
'sheng'wang'ying'xiong'feng'yu'dao'xiang'cun 声望英雄风雨稻香村
'sheng'wang'ying'xiong'hua'qing'gong 声望英雄华清宫
'sheng'wang'ying'xiong'ji'mie'ting 声望英雄寂灭厅
'sheng'wang'ying'xiong'jian'zhong 声望英雄剑冢
'sheng'wang'ying'xiong'jian'zhong'jing'bian 声望英雄剑冢惊变
'sheng'wang'ying'xiong'jiang'tian'ye'yan 声望英雄江天夜宴
'sheng'wang'ying'xiong'jing'bo'hu 声望英雄镜泊湖
'sheng'wang'ying'xiong'jiu'bian'guan 声望英雄九辩馆
'sheng'wang'ying'xiong'kong'wu'feng 声望英雄空雾峰
'sheng'wang'ying'xiong'ling'xiao'xia 声望英雄灵霄峡
'sheng'wang'ying'xiong'liu'li'dao 声望英雄流离岛
'sheng'wang'ying'xiong'lu'qiao'yi 声望英雄鹿桥驿
'sheng'wang'ying'xiong'luo'han'men 声望英雄罗汉门
'sheng'wang'ying'xiong'meng'ru'ji'zhen'dao 声望英雄梦入集真岛
'sheng'wang'ying'xiong'mi'yuan'dao 声望英雄迷渊岛
'sheng'wang'ying'xiong'ni'lan'dong'tian 声望英雄泥兰洞天
'sheng'wang'ying'xiong'qi'ling'dong'tian 声望英雄栖灵洞天
'sheng'wang'ying'xiong'ri'lun'shan'cheng 声望英雄日轮山城
'sheng'wang'ying'xiong'tian'di'san'cai'zhen 声望英雄天地三才阵
'sheng'wang'ying'xiong'tian'gong'fang 声望英雄天工坊
'sheng'wang'ying'xiong'tian'qi'lin 声望英雄天泣林
'sheng'wang'ying'xiong'tian'zi'feng 声望英雄天子峰
'sheng'wang'ying'xiong'wei'shan'shu'yuan 声望英雄微山书院
'sheng'wang'ying'xiong'wo'shi'yuan 声望英雄沃石院
'sheng'wang'ying'xiong'wu'liang'gong 声望英雄无量宫
'sheng'wang'ying'xiong'wu'shi'bie'yuan 声望英雄武氏别院
'sheng'wang'ying'xiong'wu'tong'shan'zhuang 声望英雄梧桐山庄
'sheng'wang'ying'xiong'wu'yan'dao 声望英雄无盐岛
'sheng'wang'ying'xiong'xi'yan'ge 声望英雄夕颜阁
'sheng'wang'ying'xiong'xian'zong'lin 声望英雄仙踪林
'sheng'wang'ying'xiong'xuan'he'bie'yuan 声望英雄玄鹤别院
'sheng'wang'ying'xiong'yan'men'guan'zhi'yi 声望英雄雁门关之役
'sheng'wang'ying'xiong'yi'xian'tian 声望英雄一线天
'sheng'wang'ying'xiong'yin'shan'sheng'quan 声望英雄阴山圣泉
'sheng'wang'ying'xiong'yin'xian'shui'xie 声望英雄引仙水榭
'sheng'wang'ying'xiong'you'teng'guan 声望英雄幽藤馆
'sheng'wang'ying'xiong'yue'luo'san'xing 声望英雄月落三星
'sheng'wang'ying'xiong'zhang'shui'nan'lu 声望英雄漳水南路
'sheng'wang'ying'xiong'zhen'hai'ge'di'jing 声望英雄镇海阁地井
'sheng'wang'ying'xiong'zhou'tian'yu 声望英雄周天屿
'sheng'wang'yong'wang'xing'gong'hua'yue'bie'yuan 声望永王行宫花月别院
'sheng'wang'yong'wang'xing'gong'xian'lv'ting'yuan 声望永王行宫仙侣庭园
'sheng'wang'zhan'bao'jun'xie'ku 声望战宝军械库
'sheng'wang'zhi'cheng'men 声望直城门
'sheng'wang'zhu'long'dian 声望烛龙殿
'sheng'wu 圣武
'sheng'xi 生息
'sheng'xi'liu'zhuan 生息流转
'sheng'xi'qi'jin 生息气劲
'sheng'xiao'jiu'tian 声啸九天
'sheng'xie 圣蝎
'sheng'xie'can 圣蝎残
'sheng'xie'fu'ti 圣蝎附体
'sheng'xie'xian'ji 圣蝎献祭
'sheng'xie'yu 圣蝎愈
'sheng'yan 圣炎
'sheng'yan 圣焰
'sheng'yan'ai'qing 盛宴爱情
'sheng'yan'bu'bai 盛宴不败
'sheng'yan'cai'bao 盛宴财宝
'sheng'yan'chi'cu 盛宴吃醋
'sheng'yan'chou'wei 盛宴臭味
'sheng'yan'gong'xiang 盛宴共享
'sheng'yan'hao'qing 盛宴豪情
'sheng'yan'hei'shou 盛宴黑手
'sheng'yan'hong'shou 盛宴红手
'sheng'yan'huang'di 盛宴皇帝
'sheng'yan'hui'yi 盛宴回忆
'sheng'yan'ling 圣焰令
'sheng'yan'mei'nv 盛宴美女
'sheng'yan'mi'mi 盛宴秘密
'sheng'yan'peng'you 盛宴朋友
'sheng'yan'qin'qing 盛宴亲情
'sheng'yan'shen'bing 盛宴神兵
'sheng'yan'shuai'ge 盛宴帅哥
'sheng'yan'xia'yi 盛宴侠义
'sheng'yan'xiao'sa 盛宴潇洒
'sheng'yan'xin'qing 盛宴心情
'sheng'yan'yao'zun 圣炎耀尊
'sheng'yan'yong'gan 盛宴勇敢
'sheng'yang 生阳
'sheng'yin 圣印
'sheng'yong 圣涌
'sheng'you 圣佑
'sheng'yu'sou'zheng'ci'shu 剩余搜证次数
'sheng'yuan 圣元
'sheng'yuan'da'zhen 圣元大阵
'sheng'yuan'zhen 圣元阵
'sheng'yue'you 圣月佑
'sheng'zhang 生长
'sheng'zhao'gong 圣照功
'sheng'zhe 胜者
'sheng'zhe'de'qi 胜者的气
'sheng'zhen'wan'li 声震万里
'sheng'zhuang 盛妆
'sheng'zhuang'wu'bu'chao'sheng 盛装舞步潮生
'sheng'zhuang'wu'bu'ta'sha 盛装舞步踏莎
'sheng'zhuang'wu'bu'yan'ge 盛装舞步燕歌
'shi'bao 尸爆
'shi'bi 石壁
'shi'bu'ke'dang 势不可挡
'shi'bu'liang'li 势不两立
'shi'cao'fen'shu 食槽份数
'shi'cao'mi'su 尸草蜜素
'shi'chen 时辰
'shi'chen'du'qing'mie 时辰毒清灭
'shi'chen'du'qing'sheng 时辰毒清生
'shi'chen'hua'yin'mie 时辰化阴灭
'shi'chen'hua'yin'sheng 时辰化阴生
'shi'chen'hui'li'mie 时辰会力灭
'shi'chen'hui'li'sheng 时辰会力生
'shi'chen'jin'gu'mie 时辰劲骨灭
'shi'chen'jin'gu'sheng 时辰劲骨生
'shi'chen'jing'gui 时辰静归
'shi'chen'jing'ling'mie 时辰净灵灭
'shi'chen'jing'ling'sheng 时辰净灵生
'shi'chen'miao'shu'mie 时辰妙殊灭
'shi'chen'miao'shu'sheng 时辰妙殊生
'shi'chen'ning'hua'mie 时辰凝华灭
'shi'chen'shang'yang'mie 时辰伤阳灭
'shi'chen'shang'yang'sheng 时辰伤阳生
'shi'chen'song'fa 时辰松乏
'shi'dan'li'bo 势单力薄
'shi'du 嗜赌
'shi'du 尸毒
'shi'du'bao'fa 尸毒爆发
'shi'du'chan'rao 尸毒缠绕
'shi'du'jian'zhi'liao 尸毒减治疗
'shi'du'man'yan 尸毒蔓延
'shi'du'ru'qin 尸毒入侵
'shi'du'zhi'feng 尸毒之风
'shi'en'ru'shan 师恩如山
'shi'en'zhong 师恩重
'shi'fang'xuan'ji 十方玄机
'shi'feng'ji 噬风击
'shi'fou'bei'ji'zhong'biao'ji 是否被击中标记
'shi'ge'zhe 失格者
'shi'gu 势孤
'shi'gu 嗜蛊
'shi'gu 噬蛊
'shi'gu 噬骨
'shi'gu 尸骨
'shi'gu 时蛊
'shi'gu 蚀骨
'shi'gu'dui 尸骨堆
'shi'gu'shi'du 蚀骨尸毒
'shi'gu'xie'dan 尸骨邪弹
'shi'gu'zhi'hua 蚀骨之花
'shi'gu'zhi'yuan 尸骨之源
'shi'guang'lie'hen'guan'bi 时光裂痕关闭
'shi'guang'lie'hen'kai'qi 时光裂痕开启
'shi'gui'feng'jin 尸鬼封烬
'shi'gui'feng'jin'jue'ming 尸鬼封烬绝命
'shi'gui'feng'jin'nu 尸鬼封烬怒
'shi'heng 失衡
'shi'hou 狮吼
'shi'hou'gong 尸吼功
'shi'hua 尸化
'shi'hua 石化
'shi'hua'yu'jing 石化预警
'shi'huang'jian'zhu'liu 十皇剑逐流
'shi'hui'fen 石灰粉
'shi'hun 噬魂
'shi'hun 视昏
'shi'hun'chong 噬魂虫
'shi'hun'chong'su'zhu 噬魂虫宿主
'shi'hun'duo'po 噬魂夺魄
'shi'hun'gu 噬魂蛊
'shi'hun'jia 尸魂甲
'shi'hun'ren 尸魂刃
'shi'huo'xuan'tian 室火玄天
'shi'jia 世家
'shi'jia 蚀甲
'shi'jian 事件
'shi'jian'de'che'lun 时间的车轮
'shi'jian'jin'po 时间紧迫
'shi'jian'tian'xia 拭剑天下
'shi'jian'yi 石间意
'shi'jian'zhou 时间轴
'shi'jie'kuang'bao 尸解狂暴
'shi'jin 使劲
'shi'jin'bing'qiong 矢尽兵穷
'shi'jin'bing'qiong'cang'yun'zi'shen'xun'huan 矢尽兵穷苍云自身循环
'shi'jin'bing'qiong'miao'yan'chi 矢尽兵穷秒延迟
'shi'jiu'cheng'xing 嗜酒成性
'shi'jiu'tan 拾酒坛
'shi'jun 势钧
'shi'jun'li'di 势均力敌
'shi'jun'pei 识君佩
'shi'kong 失控
'shi'kuai'de'yin'ying'zhe'bi 石块的阴影遮蔽
'shi'lai'chi'yu'fei 时来池鱼肥
'shi'lai'yun'zhuan 时来运转
'shi'lai'yun'zhuan'jin'feng 时来运转金风
'shi'li'xiang 十里香
'shi'lian 试炼
'shi'lian'dao'ji'shi 试练倒计时
'shi'lian'hua'feng'qing'yu'pen 石莲花风清玉盆
'shi'lian'hua'yu'luo'hua'pen 石莲花雨洛花盆
'shi'lian'hua'yun'li'hua'pen 石莲花云荔花盆
'shi'lian'tao'bi'zhe 试炼逃避者
'shi'lian'zhi'di'di'xie 试炼之地地邪
'shi'liao 噬疗
'shi'ling 释灵
'shi'lu'lu'de'xie'zi 湿漉漉的鞋子
'shi'lv'shou'xin'an'hun 十律守心犴魂
'shi'lv'shou'xin'ni'yan 十律守心猊焰
'shi'mai'gu 噬脉蛊
'shi'mi'chang'cheng 十米长城
'shi'ming 失明
'shi'mo 蚀磨
'shi'neng 释能
'shi'ni'zhi'hun 失溺之魂
'shi'pan 石磐
'shi'pi 噬皮
'shi'po 势破
'shi'po 噬魄
'shi'po 识破
'shi'qi 士气
'shi'qi'bao'peng 士气爆棚
'shi'qi'da'zhen 士气大振
'shi'qi'di'luo 士气低落
'shi'qi'gao'ang 士气高昂
'shi'qi'ji'zeng 士气激增
'shi'qi'shou'cuo 士气受挫
'shi'qing 时晴
'shi'qing'sheng 石磬声
'shi'qu 拾取
'shi'qu'kong'zhi 失去控制
'shi'rong'shu 尸融术
'shi'rou'wei'guo 食肉未果
'shi'ru'po'zhu 势如破竹
'shi'san'ying'zhi'ying 十三鹰之影
'shi'sha 嗜杀
'shi'sha 尸煞
'shi'shang 嗜伤
'shi'shang 诗上
'shi'shen 失神
'shi'shen'de'zeng'nu 式神的憎怒
'shi'shen'hua'xing 式神化形
'shi'shi'ju'fa 十矢俱发
'shi'shui 失水
'shi'shui'zhi'zhong 噬水之种
'shi'shui'zhi'zhong'ji'qu 噬水之种汲取
'shi'sui 石碎
'shi'ti 蚀体
'shi'tou 石头
'shi'tou'de'wei'zhuang 石头的伪装
'shi'tou'gun'dong 石头滚动
'shi'tu'tong'xin 师徒同心
'shi'tu'xie'shou 师徒携手
'shi'tu'zu'dui'gei 师徒组队给
'shi'wan'huo'ji 十万火急
'shi'wang 弑王
'shi'wang'du 尸王毒
'shi'wei 侍卫
'shi'wei'zhi'li 侍卫之力
'shi'wen 失温
'shi'wo'suo'de 是我锁的
'shi'wu'zhong'du 食物中毒
'shi'xi'qu 噬吸取
'shi'xian 视线
'shi'xiang 尸香
'shi'xiang 师襄
'shi'xiang'ruan'gu'san 十香软骨散
'shi'xiao 狮啸
'shi'xiao'gong 尸啸功
'shi'xin 噬心
'shi'xin 失心
'shi'xin 蚀心
'shi'xin'biao 蚀心镖
'shi'xin'fan'shi 蚀心反噬
'shi'xin'gu 蚀心蛊
'shi'xin'yin'hu'dun 蚀心引护盾
'shi'xin'zhou 噬心咒
'shi'xing 食星
'shi'xing'tong'ling 食星统领
'shi'xue 嗜血
'shi'xue 噬血
'shi'xue 失血
'shi'xue'cheng'kuang 嗜血成狂
'shi'xue'duo'hun 噬血夺魂
'shi'xue'guo'duo 失血过多
'shi'xue'kuang'bao 嗜血狂暴
'shi'xue'ming'ling'ba 嗜血冥翎八
'shi'xue'ming'ling'er 嗜血冥翎二
'shi'xue'ming'ling'jiu 嗜血冥翎九
'shi'xue'ming'ling'liu 嗜血冥翎六
'shi'xue'ming'ling'qi 嗜血冥翎七
'shi'xue'ming'ling'san 嗜血冥翎三
'shi'xue'ming'ling'shi 嗜血冥翎十
'shi'xue'ming'ling'shi'er 嗜血冥翎十二
'shi'xue'ming'ling'shi'san 嗜血冥翎十三
'shi'xue'ming'ling'shi'yi 嗜血冥翎十一
'shi'xue'ming'ling'si 嗜血冥翎四
'shi'xue'ming'ling'wu 嗜血冥翎五
'shi'xue'ming'ling'yi 嗜血冥翎一
'shi'xue'piao'miao 嗜血缥缈
'shi'xue'yin'ji 噬血印记
'shi'xue'zao'dong 嗜血躁动
'shi'xue'zhan 嗜血斩
'shi'xue'zhi'hu 嗜血之虎
'shi'ya 拾牙
'shi'yan 狮焰
'shi'yan'yong'heng 誓言永恒
'shi'yao 噬咬
'shi'yi 时移
'shi'yi 湿衣
'shi'yi 识意
'shi'ying 适应
'shi'yuan'yin 蚀渊阴
'shi'yue 噬月
'shi'yue 失约
'shi'yue'yin'ji 誓约印记
'shi'zhang 尸瘴
'shi'zhao 识招
'shi'zhe'wei'zhuang 使者伪装
'shi'zhen 施针
'shi'zhen 时祯
'shi'zhi 失智
'shi'zhi'hen 视之痕
'shi'zhi'shou'hu 石之守护
'shi'zhu'hou 石柱后
'shi'zhuang 识妆
'shi'zi'hou 狮子吼
'shi'zi'lian'zhao 狮子连爪
'shou'bei'guan 守备官
'shou'chi'huo'ba 手持火把
'shou'chi'suo'lian 手持锁链
'shou'cuo 受挫
'shou'dao'biao'shi'de'bao'hu 受到镖师的保护
'shou'dao'li'wu 收到礼物
'shou'dao'shang'hai'jiang'di 受到伤害降低
'shou'dao'wei'he 受到威吓
'shou'dui 收队
'shou'gu'cheng 守孤城
'shou'hu 守护
'shou'hu'kuang'che 守护矿车
'shou'hun 收魂
'shou'huo'biao'ji 收获标记
'shou'huo'ying'guang'jun 收获荧光菌
'shou'ji'cai'liao'cai'liao'dui 收集材料材料堆
'shou'ji'cai'liao'ke'yong'de'cai'liao 收集材料可用的材料
'shou'ji'duan'tong'yong'dian'ming 手机端通用点名
'shou'ji'qu 狩汲取
'shou'jing 受惊
'shou'lian 熟练
'shou'liang 收粮
'shou'lie 狩猎
'shou'ling'de'zhen'nu 首领的震怒
'shou'ling'de'zhen'nu'zhen'ying'gong'fang 首领的震怒阵营攻防
'shou'ma 手麻
'shou'mai 收买
'shou'mai'yu'zu 收买狱卒
'shou'que 守缺
'shou'ru'shan 守如山
'shou'ru'shan'tie'lao'lv 守如山铁牢律
'shou'ru'shan'yong 守如山涌
'shou'shang 受伤
'shou'shi'pi'bei'chang 守势疲惫长
'shou'shi'pi'bei'dan 守势疲惫单
'shou'shi'pi'bei'shuang 守势疲惫双
'shou'tui'che 手推车
'shou'wei 守卫
'shou'wei'de'fen'nu 守卫的愤怒
'shou'wei'fo'xiang'fo'xiang 守卫佛像佛像
'shou'wei'ju'dian 守卫据点
'shou'yin 守音
'shou'yin 狩印
'shou'yu 守御
'shou'yu'zhi'li 守御之力
'shou'yu'zhi'sheng 守御制胜
'shou'zhan'sha 首斩杀
'shou'zhuo 守拙
'shu'dai'zi 书呆子
'shu'de'xie'zhu 竖的协助
'shu'fa 束发
'shu'fu 束缚
'shu'gen'chan'rao 树根缠绕
'shu'hu'yi 倏忽易
'shu'huai 述怀
'shu'huan 舒缓
'shu'ji 殊际
'shu'jin'huo'xue 舒筋活血
'shu'jing'huo'luo 舒经活络
'shu'jue 殊绝
'shu'kuang 疏狂
'shu'li'tan 黍离叹
'shu'liang'jian'kong 数量监控
'shu'luo 疏络
'shu'luo 舒络
'shu'mao'qian'zhen 鼠毛千针
'shu'mao'zhen'du 鼠毛针毒
'shu'mi'feng'qing'yu'pen 黍米风清玉盆
'shu'mi'you'miao 黍米幼苗
'shu'mi'yu'luo'yu'pen 黍米雨洛玉盆
'shu'mi'yun'li'yu'pen 黍米云荔玉盆
'shu'qian 书签
'shu'quan'fei'ri 蜀犬吠日
'shu'se 曙色
'shu'shan'you'lu 书山有路
'shu'shou'jiu'qin 束手就擒
'shu'shu'fu'fu 舒舒服服
'shu'si 殊死
'shu'si'yi'bo 殊死一搏
'shu'ti 术体
'shu'ti 鼠体
'shu'tou'shu'nao 鼠头鼠脑
'shu'wei 戍卫
'shu'wei'hong'bei'yan 蜀味烘焙宴
'shu'xiang 书香
'shu'xuan'zhen 竖悬针
'shu'xue 疏雪
'shu'ya'chao'ke 鼠牙巢壳
'shu'yi 鼠疫
'shu'yi'rao'shen 鼠疫绕身
'shu'ying 疏影
'shu'ying'heng'xie 疏影横斜
'shu'ying'heng'xie'chuan'song 疏影横斜传送
'shu'yu'qi'xia 鼠域奇侠
'shu'yu'ru'lian'yu'pen 疏雨入帘浴盆
'shu'zu'de'yi'qi 鼠族的义气
'shua'ma 刷马
'shua'shua'shua 刷刷刷
'shuai'ban 摔绊
'shuai'dao 摔倒
'shuai'jiao 摔跤
'shuai'jiao'bi'shi 摔跤比试
'shuai'jiao'gao'shou 摔跤高手
'shuai'jie 衰竭
'shuai'ruo 衰弱
'shuang'bei'jing'yan 双倍经验
'shuang'ci'nei 双刺内
'shuang'ci'wai 双刺外
'shuang'ding 霜定
'shuang'dong 霜冻
'shuang'dun 霜盾
'shuang'feng 霜风
'shuang'feng'yun'yin'qiu'ji 霜风云隐秋霁
'shuang'feng'yun'yin'yan'xia 霜风云隐烟霞
'shuang'fu'nei 双斧内
'shuang'fu'wai 双斧外
'shuang'han 霜寒
'shuang'hu'xiao'lin 霜虎啸林
'shuang'ji 霜疾
'shuang'ji'long'ting'yang 双极龙霆阳
'shuang'ji'long'ting'yin 双极龙霆阴
'shuang'ji'shu 霜汲术
'shuang'jian'nei 双锏内
'shuang'jian'wai 双锏外
'shuang'jiang 霜降
'shuang'jiao'long'juan 双绞龙卷
'shuang'jie 霜结
'shuang'jie 霜解
'shuang'ju'jie'lu 霜聚结露
'shuang'ju'jie'lu'yu 霜聚结露愈
'shuang'jue'can 双绝残
'shuang'lan'xi'feng'zhen 霜岚洗锋阵
'shuang'lei'ming'qi 霜雷冥气
'shuang'lian 双链
'shuang'lian'yu'tu'deng 霜莲玉兔灯
'shuang'long'po 双龙破
'shuang'long'po'beng'yun 双龙破崩云
'shuang'long'po'shi'jia 双龙破蚀甲
'shuang'lu 霜露
'shuang'luo 霜落
'shuang'ren'dian'ming'chong'neng 双人点名充能
'shuang'ren'liu'ying 双人流萤
'shuang'shi'tu'jin 双狮突进
'shuang'tian'jian'ling 霜天剑泠
'shuang'tou'jiao'long'zhan 双头蛟龙斩
'shuang'wang'wei'she 霜王威慑
'shuang'xian'zhi'shang 双弦之殇
'shuang'xuan'dao'jiao'sha 双旋刀绞杀
'shuang'xue'fu'shen 霜雪覆身
'shuang'ya'hou'jiao 双牙喉绞
'shuang'ying'xuan'ji 霜影玄玑
'shuang'yue 霜月
'shuang'yue'ming 霜月明
'shuang'yun 霜云
'shuang'zhen'ding'yang 双针定阳
'shuang'zhi'xing'nei 双之型内
'shuang'zhi'xing'wai 双之型外
'shui'bai'chuan 水百川
'shui'bu'qu 水不屈
'shui'cao'chan'rao 水草缠绕
'shui'chang'sheng 水长生
'shui'chou'di 水仇敌
'shui'dao'sha 水刀杀
'shui'di'bi 水地比
'shui'du 水毒
'shui'dun'ji'liu'jing 水遁激流镜
'shui'dun'shui'liu'shan'chou'hen'jiang'di 水遁水流闪仇恨降低
'shui'dun'shui'liu'shan'chou'hen'ti'gao 水遁水流闪仇恨提高
'shui'fen 水分
'shui'fen'bao'he'du 水分饱和度
'shui'feng'shan 水封山
'shui'fu'di'kang 水符抵抗
'shui'gui'de'mu'biao 水鬼的目标
'shui'guo'cha 水果茶
'shui'hai'na 水海纳
'shui'hua 水花
'shui'hun 水魂
'shui'ji'liu 水激流
'shui'ji'su 水急速
'shui'jian 水洊
'shui'jiao 睡觉
'shui'jing'fu'rong'yan 水晶芙蓉宴
'shui'jing'shi 水晶柿
'shui'jing'yao'ti 水晶肴蹄
'shui'kan 水坎
'shui'kuang'gong 水狂攻
'shui'lian'chan'rao 水链缠绕
'shui'lian'du 水炼犊
'shui'liang 水量
'shui'ling'dong 水灵动
'shui'ling'zhi'li 水灵之力
'shui'liu 水流
'shui'liu'zhan 水流斩
'shui'long'gun 水龙滚
'shui'long'shi'shen 水龙噬身
'shui'long'shi'zhe 水龙使者
'shui'lun'zhu 水轮珠
'shui'mian 睡眠
'shui'mie'xu 水灭虚
'shui'ning 水凝
'shui'ning'wei'bing 水凝为冰
'shui'qi'hu'ti 水气护体
'shui'rui'ren 水鋭刃
'shui'rui'yan 水锐眼
'shui'shang'piao 水上漂
'shui'shi 水逝
'shui'shi'jie 水世界
'shui'shui'geng'jian'kang 睡睡更健康
'shui'su 水苏
'shui'tong'qie 水痛切
