'a'ba 阿爸
'yi'xiong 义雄
'yi'ya'huan'ya 以牙还牙
'yi'ya'si 伊雅丝
'yi'zhi 伊织
'yi'zhong'yao'hai 易中要害
'yin'ban'zhan'shou 银伴战兽
'yin'bao 音爆
'yin'bo'long 音波龙
'yin'cang'qi'xi'qiang'xian'gong'ji 隐藏气息抢先攻击
'yin'chong'xiang'shui 引虫香水
'yin'dao'shi'ban 引导石板
'yin'fen 银粉
'yin'he'dui'yao'shi 银河队钥匙
'yin'huo 引火
'yin'meng'mo'ren 引梦貘人
'yin'qing'bu'ding 阴晴不定
'yin'se'huang'li'guo 银色凰梨果
'yin'se'jiao'xiang'guo 银色蕉香果
'yin'se'man'mei'guo 银色蔓莓果
'yin'se'san'ming'zhi'qian 银色三明治签
'yin'se'wang'guan 银色王冠
'yin'se'xuan'feng 银色旋风
'yin'se'ye'zi 银色叶子
'yin'se'zhi'yu 银色之羽
'yin'shen'peng'peng 隐身碰碰
'yin'shui 引水
'yin'su'quan 音速拳
'yin'su'zi'xing'che 音速自行车
'yin'tai'shui'bei 银钛水杯
'yin'tai'shui'hu 银钛水壶
'yin'tian'xing'tai 阴天形态
'yin'xiang'shuai 音箱蟀
'yin'xing'yan 隐形岩
'yin'xing'yan'jing'he 隐形眼镜盒
'yin'yue'hui 音乐会
'yin'yue'jia 音乐家
'yin'yun'zhi'zheng 阴云之证
'ying'cheng 硬撑
'ying'fen'gu 影分菇
'ying'guang'yu 荧光鱼
'ying'guang'yu'de'lin'pian 荧光鱼的鳞片
'ying'hua'bao 樱花宝
'ying'hua'er 樱花儿
'ying'hua'yu 樱花鱼
'ying'huo 萤火
'ying'jun'ka'fei'guan 英俊咖啡馆
'ying'qiao'kui'jia 硬壳盔甲
'ying'shi'tou 硬石头
'ying'tou'yi'ji 迎头一击
'ying'wu'xue'she 鹦鹉学舌
'ying'ya 硬压
'ying'ying 英映
'ying'zhao 硬爪
'ying'zi'fen'shen 影子分身
'ying'zi'guo 樱子果
'ying'zi'tou'xi 影子偷袭
'yong'gan 勇敢
'yong'gan'bo'he 勇敢薄荷
'yong'heng'zhi'bing 永恒之冰
'yong'heng'zhi'hua 永恒之花
'yong'ji'la 勇基拉
'yong'jia'qiang'zhao'shi'da'chu'xiao'guo'jue'jia 用加强招式打出效果绝佳
'yong'niao'meng'gong 勇鸟猛攻
'yong'qi'tian'chong 勇气填充
'yong'quan'you 泳圈鼬
'yong'quan'you'de'mao 泳圈鼬的毛
'yong'shi'xiong'ying 勇士雄鹰
'yong'yue'ya 涌跃鸭
'yong'zhao'shi'jia'qiang'shi'chu'bian'hua'zhao'shi 用招式加强使出变化招式
'yong'zhe'zhi'jian'san'ming'zhi'qian 勇者之剑三明治签
'you'bao 诱爆
'you'er'qiu 诱饵球
'you'hui'peng'peng 优惠碰碰
'you'hun 游魂
'you'huo 诱惑
'you'ji'la'si 幼基拉斯
'you'ji'la'si'de'zhua'zi 幼基拉斯的爪子
'you'ke 游客
'you'ke'xi 由克希
'you'ke'xi'zhi'zhao 由克希之爪
'you'lan 优兰
'you'li 友利
'you'li 尤莉
'you'ling 幽灵
'you'ling'bao'shi 幽灵宝石
'you'ling'cun'chu'die 幽灵存储碟
'you'ling'tai'jing'sui'kuai 幽灵太晶碎块
'you'mian'mian 幼棉棉
'you'qing'fang'shou 友情防守
'you'ren 佑人
'you'se'yan'jing 有色眼镜
'you'sui 友穗
'you'tuan'yuan'liao 诱团原料
'you'wei'xuan'yu 幽尾玄鱼
'you'wei'xuan'yu'wan 幽尾玄鱼丸
'you'xi'huo'dong 游戏活动
'you'xian 悠闲
'you'xian'bo'he 悠闲薄荷
'you'xian'xun'xiang 悠闲薰香
'you'ya'mao 优雅猫
'you'ya'zhi'zheng 优雅之证
'you'yi 由衣
'you'ying'lang'jie 幽影廊街
'you'you'le'ka'fei'guan 友友乐咖啡馆
'you'you'qiu 友友球
'you'you'zi'ru 悠游自如
'you'zai 佑哉
'you'zi 由紫
'you'zuo 悠作
'yu'chi'e 雨翅蛾
'yu'chong'shi'ban 玉虫石板
'yu'heng 余恒
'yu'jia'qiu 瑜伽球
'yu'jia'zhi'li 瑜伽之力
'yu'jia'zi'shi 瑜伽姿势
'yu'man 宇满
'yu'mao'hua'shi 羽毛化石
'yu'mao'wu 羽毛舞
'yu'pan 雨盘
'yu'qi 羽栖
'yu'qun 鱼群
'yu'qun'de'yang'zi 鱼群的样子
'yu'shi 玉石
'yu'shi'ju'sui 玉石俱碎
'yu'shu'guo 玉黍果
'yu'shui'de'yang'zi 雨水的样子
'yu'shui'ning'gu 遇水凝固
'yu'yan 郁彦
'yu'ye'sheng'bao'ke'meng'zhan'dou 与野生宝可梦战斗
'yu'yin 雨音
'yu'zhen 雨臻
'yu'zhi'meng 预知梦
'yu'zhi'wei'lai 预知未来
'yu'zhou'li'liang 宇宙力量
'yu'zi 裕子
'yuan'chu'de'ren 远处的人
'yuan'dian'shui'bei 圆点水杯
'yuan'dian'shui'hu 圆点水壶
'yuan'dian'yi'zi 圆点椅子
'yuan'dian'zhuo'jin 圆点桌巾
'yuan'fa'shi 圆法师
'yuan'fa'shi'de'tui'ke 圆法师的蜕壳
'yuan'gai'hai'gui 原盖海龟
'yuan'ge 远隔
'yuan'gu'ju'ting 远古巨蜓
'yuan'hen 怨恨
'yuan'ke'dou 圆蝌蚪
'yuan'li 袁离
'yuan'lu'sha 圆陆鲨
'yuan'lu'sha'de'lin'pian 圆陆鲨的鳞片
'yuan'nian 怨念
'yuan'qi 元骑
'yuan'qi'fen 元气粉
'yuan'qi'gen 元气根
'yuan'qi'tang'guo 元气糖果
'yuan'qing'piao 圆庆票
'yuan'shi'hui'gui'de'yang'zi 原始回归的样子
'yuan'shi'zhi'li 原始之力
'yuan'shu 元树
'yuan'si'zhu 圆丝蛛
'yuan'si'zhu'de'si 圆丝蛛的丝
'yuan'tong 圆瞳
'yuan'xing'hu'fu 圆形护符
'yuan'ye 源也
'yuan'ye'shui'mu 原野水母
'yuan'ye'shui'mu'de'bao'pian 原野水母的薄片
'yuan'yi 源逸
'yuan'ying'wa'wa 怨影娃娃
'yuan'ying'wa'wa'de'can'pian 怨影娃娃的残片
'yuan'yuan'xiang'bao 冤冤相报
'yuan'zeng'yuan 愿增猿
'yue'dui'de'qian'ming 乐队的签名
'yue'guang 月光
'yue'gui'ye 月桂叶
'yue'liang'qiu 月亮球
'yue'liang'yi'bu 月亮伊布
'yue'liang'zhi'di 月亮之笛
'yue'liang'zhi'li 月亮之力
'yue'qi 岳齐
'yue'qi 跃起
'yue'shi 月石
'yue'si 悦司
'yue'ye'zi'xing'che 越野自行车
'yue'yue'xiong 月月熊
'yue'yue'yu'tao 跃跃欲逃
'yue'zhi'shi 月之石
'yue'zhu'guo 岳竹果
'yun'shi 陨石
'yun'shi'sui'pian 陨石碎片
'za'ji 杂技
'zai'chang'yi'shang'da'fa'shi'jian 在长椅上打发时间
'zai'hui 哉晖
'zai'huo'zhi'ding 灾祸之鼎
'zai'huo'zhi'jian 灾祸之剑
'zai'huo'zhi'jian 灾祸之简
'zai'huo'zhi'yu 灾祸之玉
'zai'ka'fei'guan'fang'song 在咖啡馆放松
'zai'lai'yi'ci 再来一次
'zai'sheng'li 再生力
'zai'xian'li'wu 在线礼物
'zai'zhan'dou'zhong'shi'yong'dao'ju 在战斗中使用道具
'zang'shou'pa 脏手帕
'zao'gen'guo 藻根果
'zao'qi 早起
'zeng'qiang'quan 增强拳
'zha'dan 炸蛋
'zha'gen 扎根
'zha'hu'mo 诈唬魔
'zha'ke 札克
'zha'wu'pin'pan 炸物拼盘
'zha'yan'pi'ka'qiu'san'ming'zhi'qian 眨眼皮卡丘三明治签
'zha'yu'pian 炸鱼片
'zhan'chui'long 战槌龙
'zhan'dou'cun'chu'die 战斗存储碟
'zhan'dou'kui'jia 战斗盔甲
'zhan'dou'qie'huan 战斗切换
'zhan'hou 战吼
'zhan'shu 湛树
'zhan'wu'lang 战舞郎
'zhan'zhan'fei 粘粘肥
'zhang'wei'lin'jia'long 杖尾鳞甲龙
'zhang'yu'tong 章鱼桶
'zhang'yu'tong'pao 章鱼桶炮
'zhao'huo'ban 找伙伴
'zhao'ji'dian'ya 兆级电压
'zhao'mi 着迷
'zhao'shi'jia'qiang 招式加强
'zhao'shi'jia'qiang'de'ji'chu 招式加强的基础
'zhao'shi'xue'xi'qi 招式学习器
'zhao'shi'xue'xi'qi'he 招式学习器盒
'zhao'wang 沼王
'zhao'xia'hua'san'ming'zhi'qian 朝霞花三明治签
'zhao'xin 照欣
'zhao'yue'yu 沼跃鱼
'zhao'zhi'zhen'bao 沼之镇宝
'zhe'er'ni'ya'si 哲尔尼亚斯
'zhe'jia'quan 折价券
'zhe'wan'tang'chi 折弯汤匙
'zhen'bao 镇宝
'zhen'cang 珍藏
'zhen'fen'jiang'zhang 振奋奖章
'zhen'guo'qiu 榛果球
'zhen'guo'qiu'de'ke 榛果球的壳
'zhen'ji 震级
'zhen'ji'zi 真纪子
'zhen'kong'bo 真空波
'zhen'pin'xing'tai 真品形态
'zhen'qi'dan 真气弹
'zhen'qi'quan 真气拳
'zhen'qin 真琴
'zhen'shou 真守
'zhen'tan 侦探
'zhen'wu 真悟
'zhen'xiao 真宵
'zhen'yi'fa 振翼发
'zhen'zhu 珍珠
'zhen'zhu'bei 珍珠贝
'zheng'chong 正崇
'zheng'dian 正电
'zheng'dian'pai'pai 正电拍拍
'zheng'dian'pai'pai'de'mao 正电拍拍的毛
'zheng'li'chi'you'wu 整理持有物
'zheng'qi'bao'zha 蒸汽爆炸
'zheng'qi'ji 蒸汽机
'zheng'wu'zhi'zheng 正午之证
'zheng'yan 正彦
'zheng'yi'she 正义社
'zheng'yi'she'dao'chang 正义社道场
'zheng'yi'zhi'xin 正义之心
'zheng'zha 挣扎
'zheng'zhang'hu'fu 证章护符
'zhi'bao 芝宝
'zhi'cai'guang'li 制裁光砾
'zhi'chong'xiong 直冲熊
'zhi'chong'zuan 直冲钻
'zhi'dao 指导
'zhi'fan'mei 志帆美
'zhi'hui'xing 智挥猩
'zhi'hui'xing'de'mao 智挥猩的毛
'zhi'li'guo 枝荔果
'zhi'li'nian'gao 智力粘糕
'zhi'li'zhi'yu 智力之羽
'zhi'mao 掷锚
'zhi'ming'zhen'ci 致命针刺
'zhi'nan 芷楠
'zhi'ni 掷泥
'zhi'shan'que 稚山雀
'zhi'shan'que'de'yu'mao 稚山雀的羽毛
'zhi'shi'pian 芝士片
'zhi'shi'tang'guo 知识糖果
'zhi'tang'e 炙烫鳄
'zhi'tiao'wen'shui'bei 直条纹水杯
'zhi'xian'xing'tai 制限形态
'zhi'yu'bo'dong 治愈波动
'zhi'yu'jian 纸御剑
'zhi'yu'ling'sheng 治愈铃声
'zhi'yu'qiu 治愈球
'zhi'yu'zhi'xin 治愈之心
'zhi'yu'zhi'yuan 治愈之愿
'zhong'bang'chong'zhuang 重磅冲撞
'zhong'du 中毒
'zhong'du'ji'sheng 中毒激升
'zhong'du'zhuang'tai 中毒状态
'zhong'ji'chong'ji 终极冲击
'zhong'ji'xi'qu 终极吸取
'zhong'jie'men'ya 终结门牙
'zhong'jie'zhi'di 终结之地
'zhong'jin'shu 重金属
'zhong'ke'zhong 中颗种
'zhong'li 重力
'zhong'luo 种罗
'zhong'ni'wan'ma 重泥挽马
'zhong'ta 重踏
'zhong'yan'zhi'ge 终焉之歌
'zhong'yang'guang'chang 中央广场
'zhong'yao 中药
'zhong'zi'ji'guan'qiang 种子机关枪
'zhong'zi'shan'guang 种子闪光
'zhong'zi'tie'qiu 种子铁球
'zhong'zi'zha'dan 种子炸弹
'zhou'shu 咒术
'zhou'shu 昼舒
'zhou'shu'zhi'fu 咒术之符
'zhou'shu'zhi'kai 咒术之铠
'zhou'shu'zhi'qu 咒术之躯
'zhou'yu'hua'wen 骤雨花纹
'zhu'bu'ji'po 逐步击破
'zhu'cai'dan 主菜单
'zhu'che 筑澈
'zhu'dian'quan 逐电犬
'zhu'guang'ling 烛光灵
'zhu'guang'ling'de'mei'hui 烛光灵的煤灰
'zhu'hong'se'bao'zhu 朱红色宝珠
'zhu'hong'se'hua'mi 朱红色花蜜
'zhu'li 朱利
'zhu'mu'guo 烛木果
'zhu'qing'ma'fen 祝庆玛芬
'zhu'qiu'guo 蛀球果
'zhu'ren'wu 主任务
'zhu'shi'ye'sheng'bao'ke'meng 注视野生宝可梦
'zhu'wang 蛛网
'zhu'yi'ye'sheng'bao'ke'meng 注意野生宝可梦
'zhu'zhi'shu 朱之书
'zhua'kuang 抓狂
'zhua'zi'hua'shi 爪子化石
'zhuang'ji 撞击
'zhuang'shi 装饰
'zhui'da 追打
'zhuo'liu 浊流
'zhuo're'bao'chong 灼热暴冲
'zhuo'shang 灼伤
'zhuo'shang'yao 灼伤药
'zhuo'shang'zhuang'tai 灼伤状态
'zhuo'shi 啄食
'zhuo'wu 浊雾
'zhuo'zhuo'zha'dan 茁茁炸弹
'zhuo'zuan 啄钻
'zi'bao'ci'guai 自爆磁怪
'zi'bei'zhi'zheng 自卑之证
'zi'da 自大
'zi'da'bo'he 自大薄荷
'zi'dan'quan 子弹拳
'zi'dong'hui'fu 自动回复
'zi'ran'hui'fu 自然回复
'zi'ran'zhi'en 自然之恩
'zi'ran'zhi'li 自然之力
'zi'ran'zhi'nu 自然之怒
'zi'se'he'xin 紫色核心
'zi'se'hua'ban 紫色花瓣
'zi'se'yi'zi 紫色椅子
'zi'se'zhuo'jin 紫色桌巾
'zi'shen'xun'lian'jia 资深训练家
'zi'wo'an'shi 自我暗示
'zi'wo'ji'li 自我激励
'zi'wo'zai'sheng 自我再生
'zi'xin'guo'du 自信过度
'zi'xin'zhi'zheng 自信之证
'zi'xing'che 自行车
'zi'you 紫优
'zi'you'chuan'piao 自由船票
'zi'you'luo'ti 自由落体
'zi'you'zhe 自由者
'zi'zhi'shu 紫之书
'zi'zhi'yan 滋汁鼹
'zi'zhi'yan'de'mo'zhi 滋汁鼹的墨汁
'zong'yan'lang'ren 鬃岩狼人
'zou'jing 走鲸
'zou'jing'de'you'zhi 走鲸的油脂
'zou'lu'cao 走路草
'zou'lu'cao'de'tang'guo 走路草的糖果
'zou'lu'cao'de'ye'pian 走路草的叶片
'zu'he'chuan'da 组合穿搭
'zu'zhou'wa'wa 诅咒娃娃
'zu'zhou'wa'wa'jin'hua'shi 诅咒娃娃进化石
'zuan'jiao'xi'shou 钻角犀兽
'zuan'shi'feng'bao 钻石风暴
'zui'qiang'zhi'zheng 最强之证
'zuo'qi'shan'yang 坐骑山羊
'zuo'qi'xiao'yang 坐骑小羊
'zuo'qi'xiao'yang'de'ye'pian 坐骑小羊的叶片
