'a'gan'hui 阿甘回
'shi'zi'xi 十字袭
'shou'chu'ji 狩初级
'shou'deng 收灯
'shou'dun 收盾
'shou'gan 收杆
'shou'gan 收竿
'shou'gan'li'kai 收杆离开
'shou'gu'cheng 守孤城
'shou'gu'cheng'guan'ti 守孤城贯体
'shou'hu'shan'men 守护山门
'shou'hu'zhi'li 守护之力
'shou'hui'jian'zi 收回毽子
'shou'li'jian 手里剑
'shou'liang 收粮
'shou'lie 狩猎
'shou'lie'bu'ning 狩猎步凝
'shou'lie'ji'feng 狩猎疾风
'shou'ming 狩命
'shou'qi 收起
'shou'qi'gong'deng 收起宫灯
'shou'qi'hua'zhu 收起花竹
'shou'qi'luo'san 收起罗伞
'shou'qi'niao'long 收起鸟笼
'shou'qi'pei'nang 收起佩囊
'shou'qi'sha'san 收起纱伞
'shou'qi'shui'long'gun 收起水龙滚
'shou'qi'shui'qiang 收起水枪
'shou'qu'zi'yuan 收取资源
'shou'que 守缺
'shou'que'shi 守缺式
'shou'que'shi'shen'bing 守缺式神兵
'shou'ren'yi'yu 授人以渔
'shou'rou'su'mi'geng 瘦肉粟米羹
'shou'ru'shan 守如山
'shou'ru'shan'guan'ti 守如山贯体
'shou'ru'shan'yue 守如山岳
'shou'se 收涩
'shou'sha 狩杀
'shou'sheng 寿生
'shou'shi'you 守势右
'shou'shi'zhong 守势中
'shou'shi'zuo 守势左
'shou'suo'zhan'kai 收缩展开
'shou'tan 收摊
'shou'tan'da'yang 收摊打烊
'shou'tian'luo'xuan 狩天螺旋
'shou'wang'po'xiao 兽王破晓
'shou'wu'zu'dao 手舞足蹈
'shou'xia'bai'jiang 手下败将
'shou'yi 守一
'shou'yin 狩印
'shou'yu'ai'ni 手语爱你
'shou'yu'ni'hao 手语你好
'shou'yu'xie'xie 手语谢谢
'shou'yu'zai'jian 手语再见
'shou'zhan'sha 首斩杀
'shou'zhen'xing 狩镇星
'shou'zhong'ji 狩中级
'shou'zhuo 守拙
'shou'zu'qian'hou'gu'shen'yao 手足前后固肾腰
'shu'bi 束彼
'shu'chu'chao'feng 输出嘲讽
'shu'di 熟地
'shu'fa 束发
'shu'gen'chan'rao 树根缠绕
'shu'gen'man'yan 树根蔓延
'shu'hu 孰湖
'shu'huai 述怀
'shu'ji 殊际
'shu'jia 枢甲
'shu'jiu'han 数九寒
'shu'kuang 疏狂
'shu'li 书离
'shu'li'wei'ba 梳理尾巴
'shu'li'yu'mao 梳理羽毛
'shu'luo 舒络
'shu'mao'qian'zhen 鼠毛千针
'shu'mian'yi'dao 竖面一刀
'shu'mu'fen'shao 树木焚烧
'shu'qiong 数穷
'shu'qu 殊曲
'shu'quan'fei'ri 蜀犬吠日
'shu'quan'fei'ri'chuo 蜀犬吠日戳
'shu'quan'fei'ri'yu'jian 蜀犬吠日玉简
'shu'se'cui'han 曙色催寒
'shu'shan'xin'fa 蜀山心法
'shu'si'yi'bo'jian'pi'lin'jia 殊死一搏坚皮麟甲
'shu'si'yi'bo'ling'yun'ji'qu 殊死一搏灵蕴汲取
'shu'si'yi'bo'po'lu'hao'jiao 殊死一搏破颅嚎叫
'shu'si'yi'bo'xue'mai'bao'dong 殊死一搏血脉暴动
'shu'si'yi'ji 殊死一击
'shu'song 输送
'shu'tou'shu'nao 鼠头鼠脑
'shu'wang'quan 鼠王拳
'shu'wei 戍卫
'shu'xuan'feng 鼠旋风
'shu'xuan'zhen 竖悬针
'shu'xue 疏雪
'shu'ya'chao'ke 鼠牙巢壳
'shu'yi'gong 鼠疫功
'shu'ying'heng'xie 疏影横斜
'shu'zhan 竖斩
'shu'zhan 舒展
'shu'zhan'jin'gu 舒展筋骨
'shu'zu'bing'yi 鼠族病疫
'shua'ma 刷马
'shua'qiu 耍球
'shua'quan 耍拳
'shua'shuai 耍帅
'shua'wei'feng 耍威风
'shuai'bei'zhang 摔碑掌
'shuai'bei'zhang'lie'di 摔碑掌裂地
'shuai'bian 甩鞭
'shuai'da 摔打
'shuai'dao 摔倒
'shuai'gan 甩杆
'shuai'gan 甩竿
'shuai'guo 甩锅
'shuai'luo 摔落
'shuai'ruo 衰弱
'shuai'shuai'shuai'shuai'zuo'tang 甩甩甩甩做糖
'shuai'tou 甩头
'shuai'wei 甩尾
'shuai'wei'lan 甩尾岚
'shuai'wei'ling 甩尾凌
'shuan'cai 涮菜
'shuan'rou 涮肉
'shuang'cha'he'ji 双叉合击
'shuang'chong'bao'shi'gong'ji 双重宝石攻击
'shuang'chui'xuan'yin 双锤旋引
'shuang'dao'zhan'yue 霜刀斩月
'shuang'dun 霜盾
'shuang'feng 霜锋
'shuang'feng 霜风
'shuang'feng'dao'fa 霜风刀法
'shuang'fu'zhan'ji 双斧斩击
'shuang'gu'zhen'tian 霜鼓震天
'shuang'han 霜寒
'shuang'han'jian 霜寒剑
'shuang'han'zhan 霜寒斩
'shuang'huan'zhang'ji 双环掌击
'shuang'hui 霜回
'shuang'ji 霜疾
'shuang'ji'shu 霜汲术
'shuang'jiang 霜降
'shuang'jiang'zhan'lang 双桨斩浪
'shuang'jiang'zhan'lang'you 双桨斩浪右
'shuang'jiang'zhan'lang'zuo 双桨斩浪左
'shuang'jiao'long'juan 双绞龙卷
'shuang'jie 霜结
'shuang'jie 霜解
'shuang'lan'xi'feng'zhen 霜岚洗锋阵
'shuang'lei'zhen 双雷震
'shuang'lian'yu'tu'deng'tui'chu 霜莲玉兔灯退出
'shuang'lian'yu'tu'deng'xi 霜莲玉兔灯嬉
'shuang'lian'yu'tu'deng'xi 霜莲玉兔灯戏
'shuang'long'chu'hai 双龙出海
'shuang'long'guo'hai 双龙过海
'shuang'long'guo'hai'shang 双龙过海上
'shuang'long'guo'hai'xia 双龙过海下
'shuang'long'qu'shui 双龙取水
'shuang'long'qu'shui'can'juan 双龙取水残卷
'shuang'long'tu'zhu 双龙吐珠
'shuang'luan 双鸾
'shuang'lun 霜轮
'shuang'lun'chu'xiu 双轮出岫
'shuang'ren 双刃
'shuang'ren'dian'ming 双人点名
'shuang'ren'fei'xing 双人飞行
'shuang'ren'tong'qi 双人同骑
'shuang'ren'zhan 双刃斩
'shuang'sheng 双生
'shuang'sheng'xie'tiao 双生协调
'shuang'sheng'xie'zuo 双生协作
'shuang'shi'tu'jin 双狮突进
'shuang'shou'cha'ding'li'san'jiao 双手插顶利三焦
'shuang'tao'juan'xue 霜涛卷雪
'shuang'tian 霜天
'shuang'tian'chui'xue'chuan'tou 霜天吹雪穿透
'shuang'tian'jian'ling 霜天剑泠
'shuang'tou'jiao'long'zhan 双头蛟龙斩
'shuang'xuan'dao'jiao'sha 双旋刀绞杀
'shuang'xue'lei'ting'zhan 霜雪雷霆斩
'shuang'ya'hou'jiao 双牙喉绞
'shuang'ya'lin'shan 双牙凛闪
'shuang'yin 双音
'shuang'yu'jian'zhen 霜域剑阵
'shuang'yu'xi'xi 双鱼嬉戏
'shuang'yuan'meng'ji 霜猿猛击
'shuang'yue'chang'zhen 双月长针
'shuang'yue'zhi'yu 双月之愈
'shuang'yun 霜云
'shuang'zhen 双震
'shui'bao 水爆
'shui'bo'fei'san 水波飞散
'shui'dao'mie 水刀灭
'shui'dao'sha 水刀杀
'shui'dou'shen'quan 水斗神拳
'shui'du 水毒
'shui'dun'ji'liu'jing 水遁激流镜
'shui'dun'shi'ri 水遁蚀日
'shui'dun'shui'liu'shan 水遁水流闪
'shui'fen'ji'qu 水分汲取
'shui'fu'rong 水芙蓉
'shui'guang'lian'yan 水光潋滟
'shui'hu'rou 水浒肉
'shui'hua'fei'jian 水花飞溅
'shui'hua'jiu'wei'fei'hua 水婳九微飞花
'shui'hua'pen'she 水花喷射
'shui'huan'pen'fa 水环喷发
'shui'hui 睡会
'shui'jian 水箭
'shui'jiao 睡觉
'shui'jiao'qi'shen 睡觉起身
'shui'ju'feng 水飓风
'shui'ling 水灵
'shui'ling'zhi'li 水灵之力
'shui'liu'xing'bao'lie'jian'she 水流星爆裂溅射
'shui'liu'zhan 水流斩
'shui'long'gun 水龙滚
'shui'long'juan 水龙卷
'shui'long'tu'zhu 水龙吐珠
'shui'long'xi'shui 水龙吸水
'shui'long'yin 水龙吟
'shui'lun'zhu 水轮珠
'shui'mei'ba'fang 水没八方
'shui'pao'bao'zha 水泡爆炸
'shui'pei 水佩
'shui'qi 水汽
'shui'qiang 水墙
'shui'qiang'pen'she 水枪喷射
'shui'qiu 水球
'shui'qiu'bao'zha 水球爆炸
'shui'qiu'lang'chao'qi'dang 水球浪潮齐荡
'shui'quan 水圈
'shui'shi 水逝
'shui'shui'geng'jian'kang 睡睡更健康
'shui'su 水苏
'shui'xiang'lie'feng'quan 水翔烈风拳
'shui'xie'hua'ying 水榭花盈
'shui'xing'nei'li 水行内力
'shui'yi'xia 睡一下
'shui'yin 水印
'shui'ying 水影
'shui'ying 水盈
'shui'yu 水愈
'shui'yue'chan'fa 水月铲法
'shui'yue'hui'tian 水月回天
'shui'yue'wu'jian 水月无间
'shui'zei'heng'sao 水贼横扫
'shui'zhi'dun 水之盾
'shui'zhi'lun'hui 水之轮回
'shui'zhong'wang 水中网
'shui'zhong'wu'zhe 水中舞者
'shui'zhong'yue'ying 水中月影
'shui'zhu 水柱
'shui'zhu'rou'pian 水煮肉片
'shun'bu 瞬步
'shun'bu'zhan 瞬步斩
'shun'pi 顺劈
'shun'pi'chong'zhuang 顺劈冲撞
'shun'pi'zhan 顺劈斩
'shun'pi'zhong'fu 顺劈重斧
'shun'shan 瞬闪
'shun'shi'hui'lan 瞬时回蓝
'shun'shi'zhen'zhuan'xiang 顺时针转向
'shun'ying 瞬影
'shun'ying'dao 瞬影刀
'shun'ying'lian 瞬影连
'shun'ying'zhong'nu 瞬影重弩
'shun'zhan 顺斩
'shun'zhu 顺祝
'shun'zhuan'shang'xian 顺转上线
'shun'zhuan'xia'xian 顺转下线
'shuo'feng'shi 朔风式
'shuo'feng'shi'shou 朔风式收
'shuo'feng'yang'chen 朔风扬尘
'shuo'mo'zhi'feng 朔漠之风
'shuo'shu'chu'dong 硕鼠出洞
'si'bian'jing 四边静
'si'bu 丝捕
'si'che 撕扯
'si'cheng'xiao'sheng 死城啸声
'si'chong'jing'miao 四重精妙
'si'chu'guan'qiao 四处观瞧
'si'chu'kan'kan 四处看看
'si'du'zhao'lai 四毒招来
'si'fang'gui'yi 四方归一
'si'fang'jie'jie 四方结界
'si'fang'jie'jie'mie 四方结界灭
'si'fang'lei'yu 四方雷域
'si'fang'sha 四方杀
'si'fang'xiao'yao'hou 四方逍遥后
'si'fang'xiao'yao'qian 四方逍遥前
'si'fang'xiao'yao'you 四方逍遥右
'si'fang'xiao'yao'zuo 四方逍遥左
'si'fang'xing 四方行
'si'fang'xing'zhui 四方行坠
'si'fen'tian'xia 四分天下
'si'hun'fu'suo 丝魂缚锁
'si'hun'fu'suo'mie 丝魂缚锁灭
'si'hun'wa'sheng 死魂蛙声
'si'huo'kuo'san 祀火扩散
'si'huo'xian'ji 祀火献祭
'si'ji'er'dong 伺机而动
'si'ji'jian'fa 四季剑法
'si'ji'jian'fa'chun 四季剑法春
'si'ji'jian'fa'xia 四季剑法夏
'si'ji'ling'yun'bai'lu 四季灵蕴白露
'si'ji'ling'yun'da'xue 四季灵蕴大雪
'si'ji'ling'yun'jing'zhe 四季灵蕴惊蛰
'si'ji'ling'yun'shuang'jiang 四季灵蕴霜降
'si'ji'ling'yun'xia'zhi 四季灵蕴夏至
'si'ji'ling'yun'xiao'han 四季灵蕴小寒
'si'ji'ling'yun'yu'shui 四季灵蕴雨水
'si'jian 似贱
'si'jie 丝解
'si'kao'zhong 思考中
'si'lian'zhuang'zhu'tong'yan'hua'mu'ji'neng 四联装竹筒烟花母技能
'si'liao'you'er 饲料诱饵
'si'lie 撕裂
'si'lie'hui'xuan 撕裂回旋
'si'mian'chu'ge 四面楚歌
'si'mian'mian'xi 思眠眠嬉
'si'ming 司命
'si'mu 思慕
'si'qian 丝牵
'si'shi'qi'jin 死士气劲
'si'shui'feng'hua 似水风华
'si'wang'chong'quan'chuan'tou 死亡冲拳穿透
'si'wang'dao'ji'shi 死亡倒计时
'si'wang'gong'ming 死亡共鸣
'si'wang'hua'ban 死亡花瓣
'si'wang'lie'yan 死亡烈焰
'si'wang'luo'xuan 死亡螺旋
'si'wang'ning'shi 死亡凝视
'si'wang'wu'ming'jian 死亡无名剑
'si'wang'yue'zhang 死亡乐章
'si'wang'zhan'fang 死亡绽放
'si'wang'zhi'ming 死亡指鸣
'si'wang'zhong'zhang 死亡终章
'si'wang'zhui'ji 死亡追击
'si'xi'kou'rou 四喜扣肉
'si'xi'tang'tuan 四喜汤团
'si'xian'jia'kui'lei'hui'neng 丝线加傀儡回能
'si'xiang'hui'qi 四象秽气
'si'xiang'hun'dun'xue'bao 四象混沌雪暴
'si'xiang'jie'mie 四象劫灭
'si'xiang'lun'hui 四象轮回
'si'xiang'lun'hui'shen'bing 四象轮回神兵
'si'xiang'zhi'li 四象之力
'si'xin 撕心
'si'xin'lie'fei 撕心裂肺
'si'xin'lie'hun 撕心裂魂
'si'xing'liu'cai 四星流采
'si'yao 撕咬
'si'ye 撕夜
'si'yi 思议
'si'yi 肆意
'si'yu'jian'qi 思雨剑气
'si'yue 丝月
'si'zhan 死战
'si'zhan'di'tu'hao 死战氐土貉
'si'zhi'cheng'kai 四肢撑开
'song'chu'bing'qi'lin 送出冰淇淋
'song'da'dang'jia 送大当家
'song'dong'de'feng'yin 松动的封印
'song'fu 送福
'song'ge 颂歌
'song'guo'zi 松果子
'song'han 松寒
'song'jing 诵经
'song'nian 诵念
'song'she'wen'xia 松舍问霞
'song'she'wen'xia'yue 松舍问霞跃
'song'tao 松涛
'song'wang'sheng'zhou 诵往生咒
'song'yan'zhu'wu 松烟竹雾
'song'yue'bu'dong 嵩岳不动
'song'zang 送葬
'song'zhen 松阵
'song'zhen 颂阵
'song'zhi'yue 松枝跃
'sou'suo 搜索
'su'bu'chen'long'kui 苏不尘龙葵
'su'cui'ruan'gu 酥脆软骨
'su'di 宿敌
'su'di'hong'shan'ji 塑地轰山击
'su'di'ji 塑地击
'su'huai 溯徊
'su'hui 溯回
'su'jia 肃驾
'su'jiao'sheng'hui 宿角生辉
'su'ke 素柯
'su'lie 肃列
'su'mi'fen'zheng'rou 粟米粉蒸肉
'su'mi'tian'geng 粟米甜羹
'su'mu'chu 夙木出
'su'qing 肃清
'su'qing'jiao'mu'jiao 肃清角木蛟
'su'ren'wu'jin 俗人勿近
'su'sha 肃杀
'su'she 速射
'su'sheng 苏生
'su'xi 苏息
'su'xian 诉弦
'su'xin'jian'jue 素心剑诀
'su'xiu'qing'bo'cheng 素袖清波承
'su'xiu'qing'bo'he 素袖清波合
'su'xiu'qing'bo'zhuan 素袖清波转
'su'xue'jian 溯雪剑
'su'xue'xuan'ying 溯雪玄英
'su'ying 速影
'su'yu 肃羽
'su'yuan 溯源
'su'yue'qing 素月情
'su'zeng 素矰
'su'zhen 速震
'su'zhen'ding 素针定
'su'zhen'feng 素针封
'su'zhen'gu 素针锢
'su'zhen'jin 素针禁
'su'zhen'po 素针破
'su'zi'shao'rou 粟子烧肉
'suan'mo'gu'cha 酸蘑菇茶
'suan'ni'bai'rou 蒜泥白肉
'suan'shi 酸蚀
'suan'shou 酸收
'suan'tian'yao'zi'tang 酸甜腰子汤
'suan'xiang'bai'rou 蒜香白肉
'suan'xiang'feng'zhao 蒜香凤爪
'suan'xiang'kou'tiao 蒜香口条
'suan'xiang'zha'gu'pai 蒜香炸骨排
'suan'xing'du'wu 酸性毒雾
'sui'bing 碎冰
'sui'cang'lang 随沧浪
'sui'chao'jian'fa 隋朝箭法
'sui'di'gao'fa 碎地镐法
'sui'di'zhen'ji 碎地震击
'sui'feng 碎锋
'sui'feng 随风
'sui'feng'kuang'wu'jue 随风狂舞诀
'sui'feng'ren 碎风刃
'sui'gu 碎骨
'sui'gu'duan'dao 碎骨锻刀
'sui'gu'ji 碎骨击
'sui'gu'ren 碎骨刃
'sui'gu'tie'suo 碎骨铁索
'sui'gu'zhen 碎骨针
'sui'ji'zhen'she 随机阵射
'sui'jia'chuan'xin'ji 碎甲穿心击
'sui'jiang'tian 碎江天
'sui'jiu 岁久
'sui'kong'shi 碎空石
'sui'liu'ji 碎流击
'sui'mo 随墨
'sui'rou'gu'tou'tang 碎肉骨头汤
'sui'rou'mi'xian 碎肉米线
'sui'rou'tang'mian'jiao 碎肉烫面角
'sui'shan'shi 碎山石
'sui'shi 碎石
'sui'shi'dan 碎石弹
'sui'shi'ji 碎石击
'sui'shi'lian'zhan 碎尸连斩
'sui'shi'luan'beng 碎石乱崩
'sui'shi'tui 碎石腿
'sui'shi'zhen 碎石震
'sui'shou'yi'dao 随手一刀
'sui'tian'lei'xi 碎天雷兮
'sui'tie'zhi'ya 碎铁之牙
'sui'wa'zhui'luo 碎瓦坠落
'sui'wu 随物
'sui'xi 碎膝
'sui'xi 随袭
'sui'xin'li'zhua 碎心利爪
'sui'xing'chen 碎星辰
'sui'xing'chen'fan 碎星辰返
'sui'xing'chen'fan'ren'jian'he'yi 碎星辰返人剑合一
'sui'xing'chuan'tou 碎星穿透
'sui'xing'feng 碎星封
'sui'xue'luan'wu 碎雪乱舞
'sui'yan'dan 碎岩弹
'sui'yin 碎音
'sui'ying 碎影
'sui'yu 碎玉
'sui'yue'zhan 碎月斩
'sui'yun 碎云
'sun'lue'jian 隼掠剑
'sun'lue'shi 隼掠式
'sun'qian'zong 笋乾粽
'sun'xin'lie'fei 损心裂肺
'suo'di 缩地
'suo'ding 锁定
'suo'ding'gong'ji 锁定攻击
'suo'ding'mu'biao 锁定目标
'suo'gu 缩骨
'suo'hou'jian 锁喉箭
'suo'hun'an'ying 锁魂暗影
'suo'hun'dao 锁魂刀
'suo'hun'gou 锁魂钩
'suo'hun'huan'ren 锁魂环刃
'suo'hun'jie 锁魂劫
'suo'hun'san'dao 锁魂三刀
'suo'jun'lian 索君怜
'suo'ling 锁灵
'suo'long'dao'er'zhuan 锁龙刀二转
'suo'long'dao'shou'shi 锁龙刀收势
'suo'long'dao'yi'zhuan 锁龙刀一转
'suo'ming 索命
'suo'ming'xuan'ren 索命旋刃
'suo'nan'zhi 锁南枝
'suo'shen'dan 缩身丹
'suo'xiao'shu 缩小术
'suo'ying'chan'shen 锁影缠身
'suo'yu 锁域
'ta'bei'mang 踏北邙
'ta'bing 踏冰
'ta'di 踏地
'ta'dou 踏斗
'ta'feng 踏风
'ta'gang 踏罡
'ta'ge 踏歌
'ta'lian 踏莲
'ta'lian'zhen'huo 踏莲真火
'ta'po'si'fang 踏破四方
'ta'qi'hua 踏绮花
'ta'qian'zhan 踏前斩
'ta'shan'he 踏山河
'ta'xiao'chi'zhui 踏霄迟坠
'ta'xiao'xuan'kong 踏霄悬空
'ta'xing'xing 踏星行
'ta'xing'xing'jie 踏星行解
'ta'xue'wu'hen 踏雪无痕
'ta'xue'xun'mei 踏雪寻梅
'ta'yan 踏宴
'ta'yan'nan'fei 踏燕南飞
'ta'yan'yang'qi 踏宴扬旗
'ta'ying'jue'sha 踏影绝杀
'ta'yuan'si'mie'huo 塔院寺灭火
'ta'yue'liu'xiang 踏月留香
'ta'yue'shi'chong'zhen 踏月式冲阵
'ta'yue'shi'lue'tu 踏月式掠途
'ta'yue'shi'wei'zhen 踏月式威震
'ta'yun 踏云
'ta'yun'chong'xiao 踏云冲霄
'tai'bai'dan 太白丹
'tai'bai'shi'mao 太白蚀昴
'tai'bai'zui'jian 太白醉剑
'tai'bai'zui'jiu 太白醉酒
'tai'chang'lv 太常律
'tai'chang'qing'yue'qing'jiao 太常清乐清角
'tai'dao'zhan'si'fang'qie 太刀斩四方切
'tai'dao'zhan'tian'bi'zhan 太刀斩添臂斩
'tai'dao'zhan'yin'yang'shou 太刀斩阴阳手
'tai'he 太和
'tai'hou'bing 太后饼
'tai'ji 太极
'tai'ji'jian 太极剑
'tai'ji'liang'yi'si'xiang'ba'gua'quan 太极两仪四象八卦拳
'tai'ji'wu'ji 太极无极
'tai'lao 太牢
'tai'ping'ge 太平歌
'tai'shan'bei'dou 泰山北斗
'tai'shan'bei'dou'zhan 泰山北斗战
'tai'shan'ya'ding 泰山压顶
'tai'su'jiu'zhen 太素九针
'tai'xi 太息
'tai'xi 太溪
'tai'xu 太虚
'tai'xu'jian'yi 太虚剑意
'tai'xuan'jing 太玄经
'tai'yi 太乙
'tai'yin'jian'fa'han'xing'shi 太阴剑法寒星式
'tai'yin'jian'fa'leng'jian'shi 太阴剑法冷涧式
'tai'yin'jian'fa'wu'zhong 太阴剑法无终
'tai'yin'jian'fa'yuan'shan'shi 太阴剑法远山式
'tai'yin'shen'gong'mie'shi 太阴神功灭势
'tai'yin'shen'gong'shou'shi 太阴神功守势
'tai'yin'zhi 太阴指
'tai'zu'chang'quan'lie'yan 太祖长拳裂岩
'tan'cha 探查
'tan'chi 贪吃
'tan'gong'hao'li 贪功好利
'tan'kai 弹开
'tan'kao'ruan'gu 碳烤软骨
'tan'lang'lie'feng 贪狼烈风
'tan'lang'shi'ri 贪狼噬日
'tan'lang'xiao'sha'zhan 贪狼啸煞斩
'tan'mei 探梅
'tan'mo'fa'zui 贪魔伐罪
'tan'mo'ti 贪魔体
'tan'nang'qie'qie 探囊窃箧
'tan'qin 弹琴
'tan'qin'xiang'he 弹琴相合
'tan'ruan'wu'li 瘫软无力
'tan'she'qi'tiao 弹射起跳
'tan'shou 摊手
'tan'suo 坍缩
'tan'suo'sou'xun 探索搜寻
'tan'ta 坍塌
'tan'tian 谈天
'tan'tiao 弹跳
'tan'tiao'ni'dan 弹跳泥弹
'tan'tou 探头
'tan'wen'cang'qiong 叹问苍穹
'tan'xi'zhi'qiang 叹息之墙
'tan'yue 滩月
'tan'yue'tiao 叹月调
'tan'yun'shou 探云手
'tan'zhi 弹指
'tan'zhi'fan'yin 弹指泛音
'tan'zou 弹奏
'tan'zou'di'er 弹奏低二
'tan'zou'di'liu 弹奏低六
'tan'zou'di'qi 弹奏低七
'tan'zou'di'san 弹奏低三
'tan'zou'di'si 弹奏低四
'tan'zou'di'wu 弹奏低五
'tan'zou'di'yi 弹奏低一
'tan'zou'er 弹奏二
'tan'zou'gao'er 弹奏高二
'tan'zou'gao'liu 弹奏高六
'tan'zou'gao'qi 弹奏高七
'tan'zou'gao'san 弹奏高三
'tan'zou'gao'si 弹奏高四
'tan'zou'gao'wu 弹奏高五
'tan'zou'gao'yi 弹奏高一
'tan'zou'liu 弹奏六
'tan'zou'qi 弹奏七
'tan'zou'san 弹奏三
'tan'zou'si 弹奏四
'tan'zou'wu 弹奏五
'tan'zou'yi 弹奏一
'tang'cu'pai'gu 糖醋排骨
'tang'jiao 烫脚
'tang'li 棠梨
'tang'lian 唐莲
'tang'xia 躺下
'tang'xiao'ke'jue'ji 唐小珂绝技
'tang'xiao'ke'qing'ji'er 唐小珂轻击二
'tang'xiao'ke'qing'ji'san 唐小珂轻击三
'tang'xiao'ke'qing'ji'yi 唐小珂轻击一
'tang'yi'tang 躺一躺
'tang'ying 躺赢
'tang'you'tang'fu 躺有躺福
'tao'bi 逃避
'tao'cuan 逃窜
'tao'guang'yang'hui 韬光养晦
'tao'guang'yang'hui'guan'ti 韬光养晦贯体
'tao'guang'yang'hui'ren'jian'he'yi 韬光养晦人剑合一
'tao'hua'wu'cheng 桃花舞承
'tao'hua'wu'he 桃花舞合
'tao'hua'wu'zhuan 桃花舞转
'tao'hua'zhang'qi 桃花瘴气
'tao'jiang 桃僵
'tao'jin 淘尽
'tao'jin'hui'xuan 淘金回旋
'tao'jin'li'qi'xuan'ren 淘金利器旋刃
'tao'ma 套马
'tao'ma'gan 套马杆
'tao'ma'suo 套马索
'tao'ma'zhi'sheng 套马之绳
'tao'tian 滔天
'tao'tian'fen'hen 滔天愤恨
'tao'tie'sheng'yan 饕餮盛宴
'tao'wu'feng'hua'zhen 桃舞风花阵
'tao'wu'zhen'yue 梼杌震岳
'tao'yuan 桃源
'te'pin'zhi'xue'dan 特品止血丹
'te'shu'chuan'gong 特殊传功
'te'shu'ji'jia'lei 特殊机甲雷
'te'xiao'zhi'xue'qian 特效止血钳
'te'zhi'jin'chuang'yao 特制金创药
'te'zhi'zhi'xue'qian 特制止血钳
'teng'gang'tie'zhen 藤钢铁针
'teng'gang'xuan'chui 藤钢悬锤
'teng'jia 腾驾
'teng'jiao'nong'jia'rou 藤椒农家肉
'teng'jiao'shi 腾蛟式
'teng'kong 腾空
'teng'long 腾龙
'teng'she'fu'zhou 螣蛇符咒
'teng'she'pu'gong 螣蛇普攻
'teng'tu 腾兔
'teng'wan 藤蔓
'teng'wan'chan'rao 藤蔓缠绕
'teng'wan'la 藤蔓拉
'teng'yan'fei'huo 腾焰飞火
'teng'yan'fei'mang 腾焰飞芒
'teng'ying 腾影
'teng'yun 腾云
'teng'zong 腾纵
'ti'bao 体爆
'ti'dun 提盾
'ti'gan 提竿
'ti'gao'yan'chi 提高延迟
'ti'hu'guan'ding 醍醐灌顶
'ti'hu'guan'ding'gao'zhong 醍醐灌顶高重
'ti'qi'nuan'lu 提起暖炉
'ti'shi'tou 踢石头
'ti'su 提速
'ti'ta 踢踏
'ti'tui 踢腿
'ti'wen 提问
'ti'xia'qu 踢下去
'ti'xian 提线
'ti'xian'shou'ji'xian'shang'hai'ti'gao 提线受寄线伤害提高
'ti'xiao 啼晓
'ti'xing'huan'sheng 替形幻生
'ti'xue'qiu 踢雪球
'ti'yun'zong 梯云纵
'ti'zhen 提针
'tian'ba'chi'lei'qiang 天霸赤雷枪
'tian'bao'po'kong 天雹破空
'tian'beng'di'lie 天崩地裂
'tian'beng'di'xian 天崩地陷
'tian'can'du 天残毒
'tian'ce'te'shu'wu'qi'yan'qiang'bei'ji 天策特殊武器炎枪被击
'tian'ce'zi'ji'neng'he'ji'neng'shi'jian'tao'lu 天策子技能和技能事件套路
'tian'chan'xiao'yue 天蝉啸月
'tian'chi'zhen'fa 天池阵法
'tian'dao'jian'feng'po 天道剑封破
'tian'dao'jian'qi 天道剑气
'tian'dao'jian'qi'zhan'kan 天道剑气斩勘
'tian'dao'jian'shi 天道剑势
'tian'dao'jian'zhen 天道剑阵
'tian'dao'qing'feng 天道青锋
'tian'dao'qing'feng'chuan 天道青锋穿
'tian'dao'qing'feng'ci 天道青锋刺
'tian'dao'qing'feng'qi 天道青锋气
'tian'dao'qing'feng'zhan 天道青锋斩
'tian'di'dao'fa'er'shi 天地刀法贰式
'tian'di'dao'fa'er'shi'chuan'ci 天地刀法贰式穿刺
'tian'di'di'ang 天地低昂
'tian'di'di'ang'guan'ti 天地低昂贯体
'tian'di'gen 天地根
'tian'di'huo 天地火
'tian'di'ju'bian 天地剧变
'tian'di'liang'yi 天地两仪
'tian'di'tong'shou 天地同寿
'tian'di'wai 天地外
'tian'di'wu'ji 天地无极
'tian'di'zhu'lu 天地诛戮
'tian'dou'xuan 天斗旋
'tian'e 天厄
'tian'fa 天罚
'tian'fa'hong'lei 天罚红雷
'tian'fa'hong'liu 天罚洪流
'tian'fa'ji'liu 天罚激流
'tian'fa'jian 天罚剑
'tian'fa'jian'fa 天伐锏罚
'tian'fa'jian'zui 天伐锏罪
'tian'fa'lei'jie 天罚雷劫
'tian'fa'liu'lan 天罚流蓝
'tian'fa'yue'xing'jian 天罚刖刑箭
'tian'fa'yue'xing'qiang 天罚刖刑枪
'tian'fa'yue'xing'ren 天罚刖刑刃
'tian'feng 天锋
'tian'feng'ji'yu 天风汲雨
'tian'fu 天浮
'tian'gang'di'lei'zhen 天罡地雷阵
'tian'gang'duan'feng'fu 天罡断风斧
'tian'gang'hu'ling 天罡护灵
'tian'gang'jue 天罡诀
'tian'gang'zhan'qi 天罡战气
'tian'gong 天工
